resume_text,job_role,education,category,education_requirement,soft_skills_user,required_soft_skills,hard_skills_user,required_hard_skills_user,matched_skills,skill_gap,match_score
"education: bachelor's in civil engineering experience: 5 years skills: analytical skills, analysis, precision, technical drawing, building codes, critical thinking, storytelling, matlab",geotechnical engineer,bachelor's in civil engineering,engineering,bachelor's in civil engineering,"['analysis', 'precision', 'critical thinking', 'analytical skills', 'storytelling']","['analysis', 'critical thinking', 'precision']","['technical drawing', 'building codes', 'matlab']","['structural analysis', 'building codes', 'technical drawing']","['technical drawing', 'precision', 'critical thinking', 'building codes', 'analysis']",['structural analysis'],0.87
"education: diploma in legal studies experience: 6 years skills: tax law, public administration, analytical skills, document preparation, litigation, time management, problem solving, judgment",public relations officer,diploma in legal studies,law_and_public_services,bachelor's in public administration|public service certification,"['time management', 'judgment', 'problem solving', 'analytical skills']","['judgment', 'analytical skills', 'responsibility', 'creativity']","['document preparation', 'public administration', 'tax law', 'litigation']","['public administration', 'document preparation']","['judgment', 'document preparation', 'public administration', 'analytical skills']","['responsibility', 'creativity']",0.53
"education: bachelor's in interior design experience: 4 years skills: creativity, friendlinessorganization, strategic thinking, lighting, responsive design, decision making, critical thinking, ux design, figma",web designer,bachelor's in interior design,creative_design,bachelor's in visual communication design|bachelor's in multimedia,"['creativity', 'strategic thinking', 'critical thinking', 'decision making', 'friendlinessorganization']","['decision making', 'strategic thinking', 'friendlinessorganization', 'planning']","['lighting', 'responsive design', 'ux design', 'figma']","['responsive design', 'web design']","['decision making', 'responsive design', 'strategic thinking', 'friendlinessorganization']","['web design', 'planning']",0.53
"education: bachelor's in information technology experience: 0 years skills: rest api, javascript, precision, empathy, adaptability, responsibility, java",qa engineer,bachelor's in information technology,technology,bachelor's in information technology,"['precision', 'empathy', 'responsibility', 'adaptability']","['attention to detail', 'precision', 'responsibility']","['javascript', 'rest api', 'java']","['sql', 'javascript', 'rest api']","['rest api', 'responsibility', 'precision', 'javascript']","['sql', 'attention to detail']",0.73
"education: bachelor's in public administration experience: 4 years skills: corporate law, case documentation, strategic planning, responsibility, legal research, budget control",law clerk,bachelor's in public administration,law_and_public_services,diploma in legal studies|bachelor's in law,"['responsibility', 'budget control', 'strategic planning']","['budget control', 'strategic thinking', 'motivation']","['legal research', 'case documentation', 'corporate law']","['legal research', 'case documentation']","['case documentation', 'legal research', 'budget control']","['strategic thinking', 'motivation']",0.48
"education: bachelor's in computer science experience: 5 years skills: spring boot, sql, rest api, java, financial analysis, mentoring, maven, kanban",java backend developer,bachelor's in computer science,technology,bachelor's in computer science,['financial analysis'],"['communication', 'financial analysis', 'problem solving']","['sql', 'microservices', 'rest api', 'java']","['sql', 'microservices', 'rest api', 'java']","['sql', 'microservices', 'rest api', 'java', 'financial analysis']","['communication', 'problem solving']",0.77
"education: bachelor's in marketing experience: 2 years skills: product knowledge, communication, redis, ansible, power bi, negotiation, crm, adaptability",sales executive,bachelor's in marketing,economy,bachelor's in business,"['communication', 'strategic thinking', 'negotiation']","['communication', 'strategic thinking', 'planning']","['python', 'crm']",['crm'],"['crm', 'communication', 'strategic thinking']",['planning'],0.6
"education: bachelor's in visual communication design experience: 8 years skills: adobe creative suite, motivation, video production, texturing, lighting, budget control, problem solving",copywriter,bachelor's in visual communication design,creative_design,bachelor's in multimedia|creative design certification,"['motivation', 'problem solving', 'budget control']","['budget control', 'motivation', 'adaptability']","['adobe creative suite', 'lighting', 'texturing', 'video production']","['video production', 'adobe creative suite', 'graphic design']","['motivation', 'video production', 'budget control', 'adobe creative suite']","['adaptability', 'graphic design']",0.53
"education: bachelor's in industrial engineering experience: 5 years skills: empathy, cad, quick thinking, process design, circuit design, statistics, leadership, pcb design, planning, ethics, building codes",industrial engineer,bachelor's in industrial engineering,engineering,bachelor's in industrial engineering,"['leadership', 'planning', 'ethics', 'empathy', 'quick thinking']","['leadership', 'planning', 'decision making']","['cad', 'process design', 'statistics', 'building codes', 'pcb design', 'circuit design']","['process design', 'cad', 'statistics']","['process design', 'statistics', 'planning', 'cad', 'leadership']",['decision making'],0.87
"education: bachelor's in computer science experience: 0 years skills: problem solving, microservices, creativity, critical thinking, java, sql, ethics, rest api, mysql, teamwork, negotiation",java backend developer,bachelor's in computer science,technology,bachelor's in computer science,"['critical thinking', 'problem solving', 'teamwork', 'ethics', 'negotiation', 'creativity']","['critical thinking', 'teamwork', 'problem solving']","['microservices', 'rest api', 'java', 'sql', 'mysql']","['java', 'microservices', 'rest api']","['java', 'microservices', 'rest api', 'critical thinking', 'teamwork', 'problem solving']",[],1.0
"education: bachelor's in law experience: 6 years skills: regulatory compliance, awareness, project management, criminal law, precision",legal auditor,bachelor's in law,law_and_public_services,bachelor's in law|law certification,"['awareness', 'precision', 'project management']","['project management', 'awareness', 'attention to detail', 'analysis']","['criminal law', 'regulatory compliance']","['regulatory compliance', 'document preparation']","['awareness', 'project management', 'regulatory compliance']","['document preparation', 'analysis', 'attention to detail']",0.6
"education: bachelor's in marketing experience: 1 years skills: creativity, leadership, data analysis, audit procedures, crm, communication, copywriting",email marketing specialist,bachelor's in marketing,economy,bachelor's in marketing,"['creativity', 'communication', 'leadership']","['communication', 'creativity', 'attention to detail']","['copywriting', 'crm', 'audit procedures', 'data analysis']","['copywriting', 'crm', 'campaign management']","['crm', 'copywriting', 'communication', 'creativity']","['campaign management', 'attention to detail']",0.73
"education: bachelor's in public administration experience: 9 years skills: planning, case documentation, budget control, criminal law, public administration, document preparation",detective,bachelor's in public administration,law_and_public_services,bachelor's in criminology|public service certification,"['planning', 'budget control']","['budget control', 'attention to detail']","['document preparation', 'public administration', 'criminal law']","['criminal law', 'case documentation']","['criminal law', 'budget control']","['case documentation', 'attention to detail']",0.4
"education: bachelor's in multimedia experience: 6 years skills: graphic design, video production, prototyping, adaptability, adobe creative suite, responsibility, 3d modeling, attention to detail",video editor,bachelor's in multimedia,creative_design,diploma in multimedia design|creative design certification,"['adaptability', 'responsibility', 'attention to detail']","['adaptability', 'attention to detail', 'budget control']","['prototyping', 'graphic design', 'adobe creative suite', 'video production', '3d modeling']","['video production', 'adobe creative suite', 'animation']","['adaptability', 'video production', 'attention to detail', 'adobe creative suite']","['animation', 'budget control']",0.53
"education: bachelor's in multimedia experience: 0 years skills: public speaking, attention to detail, adobe creative suite, web design, friendlinessorganization, responsive design, professionalism, graphic design, empathy",copywriter,bachelor's in multimedia,creative_design,bachelor's in multimedia|creative design certification,"['empathy', 'public speaking', 'attention to detail', 'friendlinessorganization', 'professionalism']","['professionalism', 'public speaking', 'critical thinking']","['adobe creative suite', 'graphic design', 'web design', 'responsive design']","['adobe creative suite', 'graphic design', 'video production']","['professionalism', 'graphic design', 'public speaking', 'adobe creative suite']","['critical thinking', 'video production']",0.73
"education: bachelor's in political science experience: 7 years skills: awareness, tax law, team work, project management, document preparation, legal research",legal auditor,bachelor's in political science,law_and_public_services,bachelor's in law|law certification,"['team work', 'awareness', 'project management']","['team work', 'business acumen', 'teamwork']","['document preparation', 'legal research', 'tax law']","['document preparation', 'legal research']","['team work', 'document preparation', 'legal research']","['teamwork', 'business acumen']",0.48
"education: bachelor's in multimedia experience: 5 years skills: texturing, creativity, team work, budget control, web design, ethics, ui design, target setting",art director,bachelor's in multimedia,creative_design,bachelor's in graphic design|bachelor's in multimedia,"['creativity', 'budget control', 'target setting', 'team work', 'ethics']","['budget control', 'team work', 'business acumen']","['ui design', 'web design', 'texturing']","['ui design', 'graphic design']","['team work', 'ui design', 'budget control']","['graphic design', 'business acumen']",0.68
"education: bachelor's in civil engineering experience: 7 years skills: business acumen, structural analysis, building codes, process design, critical thinking, circuit design, autocad",structural engineer,bachelor's in civil engineering,engineering,bachelor's in civil engineering,"['critical thinking', 'business acumen']","['precision', 'critical thinking', 'responsibility']","['structural analysis', 'building codes', 'autocad', 'circuit design', 'process design']","['structural analysis', 'autocad', 'building codes']","['building codes', 'critical thinking', 'autocad', 'structural analysis']","['responsibility', 'precision']",0.73
"education: bachelor's in data science experience: 8 years skills: sql, strategic planning, storytelling, analysis, precision, judgment, linux, critical thinking, javascript, java, mysql, python",data analyst,bachelor's in data science,technology,bachelor's in data science,"['analysis', 'precision', 'critical thinking', 'strategic planning', 'judgment', 'storytelling']","['analysis', 'critical thinking', 'precision']","['mysql', 'sql', 'python', 'linux', 'javascript', 'java']","['python', 'sql', 'mysql']","['python', 'sql', 'mysql', 'precision', 'critical thinking', 'analysis']",[],1.0
"education: bachelor's in law experience: 10 years skills: regulatory compliance, policy knowledge, critical thinking, emergency response, document preparation, professionalism, legal research, business acumen",legal analyst,bachelor's in law,law_and_public_services,bachelor's in law|diploma in legal studies,"['business acumen', 'critical thinking', 'professionalism']","['professionalism', 'strategic planning']","['document preparation', 'legal research', 'policy knowledge', 'emergency response', 'regulatory compliance']","['policy knowledge', 'legal research']","['professionalism', 'policy knowledge', 'legal research']",['strategic planning'],0.8
"education: bachelor's in business administration experience: 2 years skills: campaign management, negotiation, crm, brand strategy, business acumen, communication, empathy, market analysis, financial analysis, analysis",business development executive,bachelor's in business administration,economy,bachelor's in business administration,"['negotiation', 'communication', 'business acumen', 'analysis', 'empathy']","['negotiation', 'business acumen', 'communication']","['crm', 'financial analysis', 'market analysis', 'brand strategy', 'campaign management']","['crm', 'market analysis', 'financial analysis']","['market analysis', 'crm', 'negotiation', 'communication', 'financial analysis', 'business acumen']",[],1.0
"education: bachelor's in visual communication design experience: 2 years skills: motivation, empathy, analysis, animation, ui design, video production",motion graphic designer,bachelor's in visual communication design,creative_design,bachelor's in multimedia|creative design certification,"['motivation', 'analysis', 'empathy']","['motivation', 'strategic planning']","['animation', 'ui design', 'video production']","['video production', 'animation', 'adobe creative suite']","['animation', 'video production', 'motivation']","['strategic planning', 'adobe creative suite']",0.48
"education: bachelor's in instrumentation engineering experience: 5 years skills: pcb design, electrical systems, time management, autocad, strategic thinking, adaptability, structural analysis, precision, circuit design",instrumentation engineer,bachelor's in instrumentation engineering,engineering,bachelor's in instrumentation engineering,"['precision', 'strategic thinking', 'time management', 'adaptability']","['attention to detail', 'analysis', 'precision']","['pcb design', 'electrical systems', 'circuit design', 'autocad', 'structural analysis']","['circuit design', 'electrical systems', 'pcb design']","['electrical systems', 'circuit design', 'precision', 'pcb design']","['analysis', 'attention to detail']",0.73
"education: bachelor's in marketing experience: 1 years skills: target setting, problem solving, analysis, crm, awareness, critical thinking, python, data analysis, statistics",market researcher,bachelor's in marketing,economy,bachelor's in marketing|bachelor's in statistics,"['analysis', 'critical thinking', 'awareness', 'problem solving', 'target setting']","['analysis', 'critical thinking', 'attention to detail']","['data analysis', 'statistics', 'crm', 'python']","['market analysis', 'statistics', 'data analysis']","['data analysis', 'statistics', 'critical thinking', 'analysis']","['attention to detail', 'market analysis']",0.73
"education: bachelor's in civil engineering experience: 8 years skills: analysis, precision, structural analysis, motivation, communication, building codes, cad, critical thinking",geotechnical engineer,bachelor's in civil engineering,engineering,bachelor's in civil engineering,"['critical thinking', 'precision', 'analysis', 'communication', 'motivation']","['analysis', 'critical thinking', 'precision']","['structural analysis', 'building codes', 'cad']","['structural analysis', 'building codes', 'technical drawing']","['precision', 'structural analysis', 'critical thinking', 'building codes', 'analysis']",['technical drawing'],0.87
"education: bachelor's in cybersecurity experience: 3 years skills: java, linux, sql, cybersecurity, networking, budget control, project management, judgment",security engineer,bachelor's in cybersecurity,technology,bachelor's in cybersecurity,"['judgment', 'project management', 'budget control']","['critical thinking', 'judgment', 'awareness']","['cybersecurity', 'linux', 'networking', 'sql', 'java']","['cybersecurity', 'linux', 'networking']","['networking', 'judgment', 'linux', 'cybersecurity']","['awareness', 'critical thinking']",0.73
"education: bachelor's in business administration experience: 10 years skills: statistics, market analysis, negotiation, leadership, brand strategy, communication, team work, excel",account executive,bachelor's in business administration,economy,bachelor's in business administration,"['team work', 'communication', 'negotiation', 'leadership']","['communication', 'negotiation', 'team work']","['market analysis', 'excel', 'statistics', 'brand strategy']","['crm', 'market analysis', 'excel']","['excel', 'market analysis', 'negotiation', 'team work', 'communication']",['crm'],0.87
"education: bachelor's in marketing experience: 3 years skills: seo, data analysis, copywriting, valuation, audit procedures, python, analysis, attention to detail, motivation",seo specialist,bachelor's in marketing,economy,bachelor's in marketing,"['analysis', 'attention to detail', 'motivation']","['analysis', 'creativity', 'attention to detail']","['seo', 'data analysis', 'copywriting', 'python', 'valuation', 'audit procedures']","['seo', 'data analysis', 'copywriting']","['seo', 'attention to detail', 'copywriting', 'data analysis', 'analysis']",['creativity'],0.87
"education: bachelor's in computer science experience: 0 years skills: networking, business acumen, responsibility, microservices, problem solving, linux, docker, collaboration, rest api, planning, cybersecurity, budget control",devops engineer,bachelor's in computer science,technology,bachelor's in computer science,"['collaboration', 'planning', 'problem solving', 'responsibility', 'business acumen', 'budget control']","['problem solving', 'collaboration', 'planning']","['microservices', 'docker', 'linux', 'rest api', 'networking', 'cybersecurity']","['docker', 'linux', 'microservices']","['linux', 'planning', 'docker', 'microservices', 'collaboration', 'problem solving']",[],1.0
"education: bachelor's in robotics engineering experience: 7 years skills: creativity, technical drawing, strategic thinking, aerodynamics, embedded systems, collaboration, electrical systems, problem solving, matlab",robotics engineer,bachelor's in robotics engineering,engineering,bachelor's in robotics engineering,"['problem solving', 'strategic thinking', 'creativity', 'collaboration']","['creativity', 'problem solving', 'strategic thinking']","['matlab', 'embedded systems', 'technical drawing', 'electrical systems', 'aerodynamics']","['embedded systems', 'microcontrollers', 'matlab']","['embedded systems', 'strategic thinking', 'matlab', 'creativity', 'problem solving']",['microcontrollers'],0.87
"education: certification experience: 2 years skills: security architecture, app testing, docker, problem solving, 3d modeling, rendering, creativity, figma",3d artist,certification,creative_design,bachelor's in 3d art,"['adaptability', 'collaboration', 'creativity']","['storytelling', 'adaptability', 'collaboration']","['figma', '3d modeling', 'texturing', 'rendering']","['3d modeling', 'texturing', 'rendering']","['adaptability', 'collaboration', '3d modeling', 'texturing', 'rendering']",['storytelling'],0.67
"education: public service certification experience: 5 years skills: quick thinking, negotiation, regulatory compliance, ethics, legal research, patent law",legal consultant,public service certification,law_and_public_services,bachelor's in law|law certification,"['quick thinking', 'negotiation', 'ethics']","['quick thinking', 'negotiation', 'analysis']","['patent law', 'legal research', 'regulatory compliance']","['regulatory compliance', 'legal research']","['regulatory compliance', 'negotiation', 'quick thinking', 'legal research']",['analysis'],0.64
"education: bachelor's in visual communication design experience: 5 years skills: strategic planning, graphic design, adaptability, 3d modeling, video production, lighting, target setting, responsibility, professionalism, prototyping, negotiation",interior designer,bachelor's in visual communication design,creative_design,bachelor's in interior design|creative design certification,"['adaptability', 'responsibility', 'strategic planning', 'negotiation', 'target setting', 'professionalism']","['negotiation', 'responsibility', 'adaptability', 'leadership']","['prototyping', 'graphic design', 'video production', 'lighting', '3d modeling']","['3d modeling', 'lighting', 'rendering']","['adaptability', 'lighting', 'responsibility', '3d modeling', 'negotiation']","['leadership', 'rendering']",0.57
"education: bachelor's in marketing experience: 2 years skills: backlink strategy, serverless, seo, keyword research, react, nosql, content optimization, sql",seo specialist,bachelor's in marketing,economy,bachelor's in marketing,"['planning', 'strategic thinking', 'decision making']","['communication', 'planning']",['seo'],['seo'],"['seo', 'planning']",['communication'],0.73
"education: bachelor's in chemical engineering experience: 10 years skills: responsibility, decision making, vehicle systems, technical drawing, process design, thermal systems, analysis, adaptability, matlab",chemical engineer,bachelor's in chemical engineering,engineering,bachelor's in chemical engineering,"['decision making', 'responsibility', 'analysis', 'adaptability']","['analysis', 'decision making', 'responsibility']","['technical drawing', 'process design', 'matlab', 'thermal systems', 'vehicle systems']","['process design', 'matlab', 'technical drawing']","['decision making', 'process design', 'technical drawing', 'responsibility', 'matlab', 'analysis']",[],1.0
"education: bachelor's in accounting experience: 1 years skills: professionalism, valuation, responsibility, data analysis, python, financial analysis, accounting, storytelling, excel, attention to detail",accountant,bachelor's in accounting,economy,bachelor's in accounting,"['attention to detail', 'responsibility', 'storytelling', 'professionalism']","['attention to detail', 'precision', 'responsibility']","['accounting', 'excel', 'financial analysis', 'python', 'data analysis', 'valuation']","['accounting', 'excel', 'financial analysis']","['excel', 'responsibility', 'attention to detail', 'accounting', 'financial analysis']",['precision'],0.87
"education: bachelor's in instrumentation engineering experience: 4 years skills: precision, cad, aerodynamics, pcb design, structural analysis, circuit design, problem solving, electrical systems, analysis",instrumentation engineer,bachelor's in instrumentation engineering,engineering,bachelor's in instrumentation engineering,"['precision', 'analysis', 'problem solving']","['attention to detail', 'analysis', 'precision']","['circuit design', 'electrical systems', 'pcb design', 'aerodynamics', 'cad', 'structural analysis']","['circuit design', 'electrical systems', 'pcb design']","['pcb design', 'precision', 'circuit design', 'electrical systems', 'analysis']",['attention to detail'],0.87
"education: bachelor's in political science experience: 2 years skills: case documentation, criminal law, regulatory compliance, litigation, strategic planning, responsibility",detective,bachelor's in political science,law_and_public_services,bachelor's in criminology|public service certification,"['responsibility', 'strategic planning']","['strategic planning', 'team work', 'negotiation']","['criminal law', 'litigation', 'case documentation', 'regulatory compliance']","['criminal law', 'case documentation']","['case documentation', 'strategic planning', 'criminal law']","['team work', 'negotiation']",0.48
"education: public service certification experience: 4 years skills: fire fighting, policy knowledge, storytelling, regulatory compliance, team work, patent law, budget control, document preparation, precision",immigration officer,public service certification,law_and_public_services,public service certification|bachelor's in political science,"['team work', 'storytelling', 'precision', 'budget control']","['budget control', 'collaboration']","['document preparation', 'fire fighting', 'patent law', 'regulatory compliance']","['document preparation', 'regulatory compliance', 'policy knowledge']","['document preparation', 'regulatory compliance', 'budget control']","['policy knowledge', 'collaboration']",0.68
"education: bachelor's in business administration experience: 2 years skills: communication, business acumen, crm, campaign management, analytical skills, negotiation, financial analysis",business development executive,bachelor's in business administration,economy,bachelor's in business administration,"['negotiation', 'business acumen', 'communication', 'analytical skills']","['negotiation', 'business acumen', 'communication']","['crm', 'financial analysis', 'campaign management']","['crm', 'market analysis', 'financial analysis']","['crm', 'negotiation', 'communication', 'financial analysis', 'business acumen']",['market analysis'],0.87
"education: bachelor's in business administration experience: 3 years skills: crm, creativity, target setting, market analysis, ethics, strategic thinking, financial analysis, accounting",sales manager,bachelor's in business administration,economy,bachelor's in business administration,"['target setting', 'creativity', 'strategic thinking', 'ethics']","['leadership', 'target setting', 'communication']","['market analysis', 'financial analysis', 'accounting', 'crm']","['crm', 'market analysis', 'financial analysis']","['crm', 'financial analysis', 'target setting', 'market analysis']","['communication', 'leadership']",0.73
"education: bachelor's in civil engineering experience: 6 years skills: attention to detail, strategic planning, structural analysis, microcontrollers, collaboration, autocad, planning, building codes",civil engineer,bachelor's in civil engineering,engineering,bachelor's in civil engineering,"['attention to detail', 'planning', 'collaboration', 'strategic planning']","['planning', 'team work', 'attention to detail']","['structural analysis', 'building codes', 'autocad', 'microcontrollers']","['autocad', 'building codes', 'structural analysis']","['autocad', 'planning', 'attention to detail', 'structural analysis', 'building codes']",['team work'],0.87
"education: bachelor's in marketing experience: 10 years skills: collaboration, data analysis, creativity, accounting, attention to detail, analysis, seo, business acumen",seo specialist,bachelor's in marketing,economy,bachelor's in marketing,"['attention to detail', 'analysis', 'collaboration', 'business acumen', 'creativity']","['analysis', 'creativity', 'attention to detail']","['data analysis', 'seo', 'accounting']","['seo', 'data analysis', 'copywriting']","['seo', 'attention to detail', 'creativity', 'data analysis', 'analysis']",['copywriting'],0.87
"education: bachelor's in business experience: 3 years skills: user interface, seo, angular, product knowledge, selling, adobe creative suite, jenkins, crm",sales executive,bachelor's in business,economy,bachelor's in business,"['business acumen', 'decision making']","['decision making', 'business acumen']","['seo', 'crm']",['crm'],"['decision making', 'crm', 'business acumen']",[],1.0
"education: bachelor's in finance experience: 0 years skills: financial analysis, financial modeling, valuation, planning, critical thinking, excel, analytical skills",financial analyst,bachelor's in finance,economy,bachelor's in finance,"['analytical skills', 'critical thinking', 'planning']","['analytical skills', 'critical thinking', 'analysis']","['financial analysis', 'excel', 'financial modeling', 'valuation']","['financial analysis', 'financial modeling', 'excel']","['excel', 'financial modeling', 'critical thinking', 'financial analysis', 'analytical skills']",['analysis'],0.87
"education: bachelor's in business experience: 4 years skills: security architecture, requirements gathering, sql, scala, process improvement, excel, kotlin, creativity",business analyst,bachelor's in business,technology,bachelor's in business,"['communication', 'adaptability', 'collaboration']","['adaptability', 'communication']",['sql'],['sql'],"['sql', 'adaptability', 'communication']",[],1.0
"education: bachelor's in marketing experience: 0 years skills: brand strategy, audit procedures, responsibility, data analysis, campaign management, storytelling, market analysis, creativity",product marketing manager,bachelor's in marketing,economy,bachelor's in marketing,"['storytelling', 'creativity', 'responsibility']","['storytelling', 'strategic planning', 'collaboration']","['brand strategy', 'campaign management', 'market analysis', 'data analysis', 'audit procedures']","['brand strategy', 'market analysis', 'campaign management']","['storytelling', 'campaign management', 'brand strategy', 'market analysis']","['strategic planning', 'collaboration']",0.73
"education: bachelor's in marine engineering experience: 4 years skills: structural analysis, adaptability, thermal systems, microcontrollers, technical drawing, vehicle systems, teamwork, precision, responsibility",marine engineer,bachelor's in marine engineering,engineering,bachelor's in marine engineering,"['responsibility', 'teamwork', 'adaptability', 'precision']","['adaptability', 'responsibility', 'teamwork']","['vehicle systems', 'thermal systems', 'technical drawing', 'microcontrollers', 'structural analysis']","['vehicle systems', 'thermal systems', 'technical drawing']","['vehicle systems', 'adaptability', 'technical drawing', 'responsibility', 'thermal systems', 'teamwork']",[],1.0
"education: bachelor's in marketing experience: 2 years skills: brand strategy, seo, motivation, crm, planning, valuation, copywriting, storytelling, communication, campaign management",content marketing manager,bachelor's in marketing,economy,bachelor's in marketing,"['storytelling', 'communication', 'motivation', 'planning']","['creativity', 'storytelling', 'communication']","['campaign management', 'copywriting', 'brand strategy', 'valuation', 'crm', 'seo']","['copywriting', 'brand strategy', 'campaign management']","['campaign management', 'copywriting', 'brand strategy', 'storytelling', 'communication']",['creativity'],0.87
"education: bachelor's in political science experience: 0 years skills: legal research, regulatory compliance, time management, document preparation, creativity, attention to detail, litigation, leadership",immigration officer,bachelor's in political science,law_and_public_services,public service certification|bachelor's in political science,"['time management', 'leadership', 'creativity', 'attention to detail']","['creativity', 'adaptability', 'responsibility']","['legal research', 'litigation', 'regulatory compliance']","['regulatory compliance', 'document preparation']","['creativity', 'regulatory compliance']","['responsibility', 'adaptability', 'document preparation']",0.52
"education: bachelor's in multimedia experience: 7 years skills: adobe creative suite, awareness, ux design, friendlinessorganization, critical thinking, prototyping, texturing, judgment",ux designer,bachelor's in multimedia,creative_design,bachelor's in visual communication design|bachelor's in multimedia,"['friendlinessorganization', 'critical thinking', 'judgment', 'awareness']","['awareness', 'friendlinessorganization', 'time management']","['adobe creative suite', 'prototyping', 'texturing', 'ux design']","['ux design', 'figma']","['awareness', 'ux design', 'friendlinessorganization']","['figma', 'time management']",0.68
"education: public service certification experience: 4 years skills: teamwork, policy knowledge, patent law, investigation, public administration, regulatory compliance, time management, awareness, decision making, target setting, public speaking",customs officer,public service certification,law_and_public_services,public service certification|bachelor's in political science,"['public speaking', 'time management', 'awareness', 'target setting', 'teamwork', 'decision making']","['teamwork', 'public speaking', 'target setting', 'ethics']","['investigation', 'policy knowledge', 'regulatory compliance', 'public administration', 'patent law']","['policy knowledge', 'investigation', 'regulatory compliance']","['public speaking', 'policy knowledge', 'investigation', 'teamwork', 'target setting', 'regulatory compliance']",['ethics'],0.89
"education: networking certification experience: 9 years skills: linux, public speaking, judgment, decision making, mysql, node.js, communication, networking, cybersecurity, python",network engineer,networking certification,technology,networking certification,"['communication', 'public speaking', 'judgment', 'decision making']","['communication', 'quick thinking', 'responsibility']","['linux', 'cybersecurity', 'networking', 'node.js', 'python', 'mysql']","['networking', 'linux', 'cybersecurity']","['networking', 'communication', 'linux', 'cybersecurity']","['responsibility', 'quick thinking']",0.73
"education: diploma in legal studies experience: 2 years skills: leadership, awareness, regulatory compliance, corporate law, fire fighting, critical thinking, policy knowledge, investigation, public administration",policy analyst,diploma in legal studies,law_and_public_services,bachelor's in political science|bachelor's in public administration,"['critical thinking', 'leadership', 'awareness']","['awareness', 'critical thinking', 'quick thinking']","['investigation', 'policy knowledge', 'corporate law', 'regulatory compliance', 'public administration', 'fire fighting']","['regulatory compliance', 'policy knowledge', 'public administration']","['awareness', 'policy knowledge', 'critical thinking', 'public administration', 'regulatory compliance']",['quick thinking'],0.67
"education: bachelor's in marketing experience: 3 years skills: excel, attention to detail, problem solving, professionalism, data analysis, analysis, strategic thinking, campaign management, copywriting, seo",seo specialist,bachelor's in marketing,economy,bachelor's in marketing,"['analysis', 'attention to detail', 'professionalism', 'problem solving', 'strategic thinking']","['analysis', 'creativity', 'attention to detail']","['data analysis', 'seo', 'copywriting', 'campaign management', 'excel']","['seo', 'data analysis', 'copywriting']","['seo', 'attention to detail', 'copywriting', 'data analysis', 'analysis']",['creativity'],0.87
"education: bachelor's in electronics engineering experience: 7 years skills: communication, attention to detail, pcb design, problem solving, embedded systems, analytical skills, microcontrollers, creativity, technical drawing",electronics engineer,bachelor's in electronics engineering,engineering,bachelor's in electronics engineering,"['communication', 'analytical skills', 'creativity', 'attention to detail', 'problem solving']","['analytical skills', 'creativity', 'communication']","['pcb design', 'microcontrollers', 'embedded systems', 'technical drawing']","['microcontrollers', 'pcb design', 'embedded systems']","['embedded systems', 'pcb design', 'creativity', 'communication', 'analytical skills', 'microcontrollers']",[],1.0
"education: bachelor's in computer science experience: 8 years skills: sql, python, docker, business acumen, tensorflow, judgment, leadership, problem solving, analysis, rest api",python developer,bachelor's in computer science,technology,bachelor's in computer science,"['problem solving', 'analysis', 'leadership', 'business acumen', 'judgment']","['problem solving', 'analysis', 'adaptability']","['rest api', 'sql', 'python', 'docker', 'tensorflow']","['python', 'sql', 'rest api']","['python', 'sql', 'rest api', 'analysis', 'problem solving']",['adaptability'],0.87
"education: master's in data science experience: 4 years skills: sql, teamwork, pytorch, documentation, tensorflow, data analysis, machine learning, statistics",data scientist,master's in data science,technology,bachelor's in mathematics,['data analysis'],['data analysis'],"['python', 'sql', 'tensorflow']","['python', 'sql', 'tensorflow']","['data analysis', 'python', 'sql', 'tensorflow']",[],0.8
"education: bachelor's in multimedia experience: 0 years skills: ethics, rendering, awareness, analytical skills, adobe creative suite, 3d modeling, decision making",interior designer,bachelor's in multimedia,creative_design,bachelor's in interior design|creative design certification,"['decision making', 'awareness', 'ethics', 'analytical skills']","['awareness', 'judgment']","['adobe creative suite', 'rendering', '3d modeling']","['rendering', '3d modeling', 'lighting']","['awareness', '3d modeling', 'rendering']","['judgment', 'lighting']",0.48
"education: bachelor's in information technology experience: 0 years skills: professionalism, rest api, node.js, collaboration, friendlinessorganization, mysql, php, communication",php developer,bachelor's in information technology,technology,bachelor's in information technology,"['collaboration', 'friendlinessorganization', 'communication', 'professionalism']","['communication', 'adaptability', 'collaboration']","['php', 'rest api', 'mysql', 'node.js']","['php', 'mysql', 'rest api']","['mysql', 'collaboration', 'rest api', 'communication', 'php']",['adaptability'],0.87
"education: bachelor's in information technology experience: 9 years skills: mysql, javascript, sql, linux, critical thinking, precision",database administrator,bachelor's in information technology,technology,bachelor's in information technology,"['precision', 'critical thinking']","['analysis', 'attention to detail', 'precision']","['linux', 'sql', 'mysql', 'javascript']","['sql', 'mysql', 'linux']","['sql', 'mysql', 'linux', 'precision']","['analysis', 'attention to detail']",0.73
"education: bachelor's in information technology experience: 1 years skills: planning, networking, collaboration, adaptability, rest api, php, budget control",php developer,bachelor's in information technology,technology,bachelor's in information technology,"['adaptability', 'collaboration', 'planning', 'budget control']","['communication', 'adaptability', 'collaboration']","['rest api', 'php', 'networking']","['php', 'mysql', 'rest api']","['adaptability', 'rest api', 'php', 'collaboration']","['mysql', 'communication']",0.73
