resume_id,resume_text,skills,job_role,education,category,required_skills,education_requirement,soft_skills_user,hard_skills_user,soft_skills_req,hard_skills_req,soft_skills_match,hard_skills_match,match_score,skill_gap,matched_skills
r004342,"education: cloud certification experience: 6 years skills: security, cloudformation, encryption, time management, aws, azure, gcp, compliance","['encryption', 'system design', 'cloudformation', 'security', 'azure']",cloud architect,cloud certification,technology,"['aws', 'azure', 'gcp', 'system design', 'networking', 'security']",bachelor's in computer science|cloud certification,['time management'],"['security', 'cloudformation', 'encryption', 'aws', 'azure', 'gcp', 'compliance', 'networking', 'system design']",[],"['aws', 'azure', 'gcp', 'system design', 'networking', 'security']",[],"['system design', 'security', 'azure', 'aws', 'networking', 'gcp']",0.6,"['gcp', 'aws', 'networking']","['azure', 'system design', 'security']"
r004343,"education: bachelor's in business experience: 1 years skills: account management, problem solving, risk assessment, customer relations, strategic planning, product knowledge, communication, analytics","['product knowledge', 'account management', 'analytics', 'strategic planning']",customer success manager,bachelor's in business,sales & customer service,"['customer relations', 'account management', 'problem solving', 'communication', 'product knowledge', 'analytics']",bachelor's in business|customer success certification,"['problem solving', 'communication']","['account management', 'risk assessment', 'customer relations', 'strategic planning', 'product knowledge', 'analytics', 'business development']","['problem solving', 'communication']","['customer relations', 'account management', 'product knowledge', 'analytics']","['communication', 'problem solving']","['account management', 'analytics', 'product knowledge', 'customer relations']",0.7599999999999999,"['customer relations', 'communication', 'problem solving']","['account management', 'analytics', 'product knowledge']"
r004344,"education: master's preferred experience: 5 years skills: adobe creative suite, kubernetes, data analysis, field work, research, ansible, plant science, problem solving","['research', 'ansible', 'plant science', 'field work']",botanist,master's preferred,science & research,"['plant science', 'field work', 'research', 'data analysis', 'problem solving', 'communication']",bachelor's in botany|master's preferred,"['problem solving', 'communication']","['adobe creative suite', 'kubernetes', 'data analysis', 'field work', 'research', 'ansible', 'plant science']","['problem solving', 'communication']","['plant science', 'field work', 'research', 'data analysis']","['communication', 'problem solving']","['plant science', 'field work', 'research', 'data analysis']",0.7599999999999999,"['communication', 'data analysis', 'problem solving']","['research', 'field work', 'plant science']"
r004345,"education: bachelor's in environmental engineering experience: 2 years skills: analysis, water systems, regulations, waste management, angular, environmental assessment, figma, sustainability","['angular', 'analysis', 'regulations', 'documentation', 'market research']",environmental engineer,bachelor's in environmental engineering,engineering & manufacturing,"['environmental assessment', 'regulations', 'water systems', 'waste management', 'sustainability', 'analysis']",bachelor's in environmental engineering,[],"['analysis', 'water systems', 'regulations', 'waste management', 'angular', 'environmental assessment', 'figma', 'sustainability', 'market research', 'documentation']",[],"['environmental assessment', 'regulations', 'water systems', 'waste management', 'sustainability', 'analysis']",[],"['environmental assessment', 'analysis', 'waste management', 'regulations', 'water systems', 'sustainability']",0.6,"['environmental assessment', 'water systems', 'sustainability', 'waste management']","['regulations', 'analysis']"
r004346,"education: enterprise architecture certification experience: 8 years skills: technical writing, leadership, decision making, enterprise architecture, communication, vision, strategic design, technical expertise","['vision', 'leadership', 'decision making', 'strategic design']",enterprise architect,enterprise architecture certification,technology,"['enterprise architecture', 'strategic design', 'leadership', 'communication', 'technical expertise', 'vision']",master's in computer science|enterprise architecture certification,"['leadership', 'decision making', 'communication']","['technical writing', 'enterprise architecture', 'vision', 'strategic design', 'technical expertise']","['leadership', 'communication']","['enterprise architecture', 'strategic design', 'technical expertise', 'vision']","['communication', 'leadership']","['strategic design', 'vision', 'enterprise architecture', 'technical expertise']",0.7599999999999999,"['communication', 'enterprise architecture', 'technical expertise']","['strategic design', 'vision', 'leadership']"
r004347,"education: trade school experience: 4 years skills: hvac systems, troubleshooting, technical knowledge, scrum, equipment, problem solving, scikit-learn, safety","['hvac systems', 'equipment', 'scikit-learn', 'problem solving']",hvac technician,trade school,skilled trades,"['hvac systems', 'troubleshooting', 'safety', 'technical knowledge', 'equipment', 'problem solving']",trade school|hvac certification,['problem solving'],"['hvac systems', 'troubleshooting', 'technical knowledge', 'scrum', 'equipment', 'scikit-learn', 'safety']",['problem solving'],"['hvac systems', 'troubleshooting', 'safety', 'technical knowledge', 'equipment']",['problem solving'],"['troubleshooting', 'equipment', 'technical knowledge', 'safety', 'hvac systems']",0.7333333333333334,"['troubleshooting', 'technical knowledge', 'safety']","['equipment', 'hvac systems', 'problem solving']"
r004348,"education: bachelor's in computer science experience: 2 years skills: distributed systems, django, html, cassandra, scalability, rust, javascript, nosql","['cql', 'performance', 'html', 'angular', 'javascript']",cassandra developer,bachelor's in computer science,technology,"['cassandra', 'nosql', 'distributed systems', 'cql', 'scalability', 'performance']",bachelor's in computer science,[],"['distributed systems', 'django', 'html', 'cassandra', 'scalability', 'rust', 'javascript', 'nosql', 'angular', 'performance', 'cql']",[],"['cassandra', 'nosql', 'distributed systems', 'cql', 'scalability', 'performance']",[],"['nosql', 'performance', 'cassandra', 'scalability', 'distributed systems', 'cql']",0.6,"['distributed systems', 'nosql', 'scalability', 'cassandra']","['performance', 'cql']"
r004349,"education: bachelor's in engineering experience: 3 years skills: mysql, documentation, docker, mentoring, project management, communication, problem solving, coordination","['project management', 'documentation', 'problem solving', 'coordination', 'mentoring']",project engineer,bachelor's in engineering,engineering & manufacturing,"['project management', 'technical knowledge', 'documentation', 'coordination', 'problem solving', 'communication']",bachelor's in engineering,"['communication', 'problem solving']","['mysql', 'documentation', 'docker', 'mentoring', 'project management', 'coordination', 'technical knowledge', 'aws']","['problem solving', 'communication']","['project management', 'technical knowledge', 'documentation', 'coordination']","['communication', 'problem solving']","['project management', 'technical knowledge', 'documentation', 'coordination']",0.7599999999999999,"['technical knowledge', 'communication']","['project management', 'documentation', 'problem solving', 'coordination']"
r004350,"education: bachelor's in environmental science experience: 4 years skills: seo, redis, budget management, problem solving, technical knowledge, research, analysis, go","['go', 'analysis', 'technical knowledge', 'encryption', 'redis']",environmental scientist,bachelor's in environmental science,environmental,"['environmental science', 'research', 'analysis', 'problem solving', 'technical knowledge', 'sustainability']",bachelor's in environmental science|master's in environmental science,['problem solving'],"['seo', 'redis', 'budget management', 'technical knowledge', 'research', 'analysis', 'go', 'encryption', 'environmental science', 'sustainability']",['problem solving'],"['environmental science', 'research', 'analysis', 'technical knowledge', 'sustainability']",['problem solving'],"['research', 'analysis', 'technical knowledge', 'environmental science', 'sustainability']",0.7333333333333334,"['research', 'environmental science', 'sustainability', 'problem solving']","['analysis', 'technical knowledge']"
r004351,"education: bachelor's in engineering experience: 5 years skills: coordination, scikit-learn, technical knowledge, documentation, teamwork, problem solving, communication, project management","['scikit-learn', 'technical knowledge', 'project management', 'teamwork']",project engineer,bachelor's in engineering,engineering & manufacturing,"['project management', 'technical knowledge', 'documentation', 'coordination', 'problem solving', 'communication']",bachelor's in engineering,"['teamwork', 'problem solving', 'communication']","['coordination', 'scikit-learn', 'technical knowledge', 'documentation', 'project management']","['problem solving', 'communication']","['project management', 'technical knowledge', 'documentation', 'coordination']","['communication', 'problem solving']","['project management', 'technical knowledge', 'documentation', 'coordination']",0.7599999999999999,"['documentation', 'communication', 'problem solving', 'coordination']","['technical knowledge', 'project management']"
r004352,"education: master's in public administration experience: 5 years skills: adaptability, public administration, budget management, perl, strategic planning, communication, policy knowledge, leadership","['adaptability', 'budget management', 'perl', 'leadership']",public administrator,master's in public administration,government & public service,"['public administration', 'leadership', 'policy knowledge', 'budget management', 'strategic planning', 'communication']",master's in public administration|public administration,"['adaptability', 'communication', 'leadership']","['public administration', 'budget management', 'perl', 'strategic planning', 'policy knowledge']","['leadership', 'communication']","['public administration', 'policy knowledge', 'budget management', 'strategic planning']","['communication', 'leadership']","['policy knowledge', 'public administration', 'budget management', 'strategic planning']",0.7599999999999999,"['policy knowledge', 'communication', 'strategic planning', 'public administration']","['budget management', 'leadership']"
r004353,"education: bachelor's in computer science experience: 1 years skills: c#, big data, mysql, apache spark, creativity, scala, distributed computing, python","['mysql', 'sql', 'distributed computing', 'python']",spark developer,bachelor's in computer science,data & analytics,"['apache spark', 'big data', 'python', 'scala', 'distributed computing', 'sql']",bachelor's in computer science,['creativity'],"['c#', 'big data', 'mysql', 'apache spark', 'scala', 'distributed computing', 'python', 'sql']",[],"['apache spark', 'big data', 'python', 'scala', 'distributed computing', 'sql']",[],"['python', 'big data', 'sql', 'scala', 'distributed computing', 'apache spark']",0.6,"['scala', 'apache spark', 'big data']","['sql', 'distributed computing', 'python']"
r004354,"education: bachelor's in supply chain experience: 6 years skills: strategic sourcing, problem solving, procurement strategy, adobe creative suite, compliance, wireframing, negotiation, cost analysis","['procurement strategy', 'strategic sourcing', 'wireframing', 'negotiation']",procurement manager,bachelor's in supply chain,operations & supply chain,"['procurement strategy', 'vendor management', 'negotiation', 'cost analysis', 'compliance', 'strategic sourcing']",bachelor's in business|bachelor's in supply chain,['problem solving'],"['strategic sourcing', 'procurement strategy', 'adobe creative suite', 'compliance', 'wireframing', 'negotiation', 'cost analysis', 'vendor management']",[],"['procurement strategy', 'vendor management', 'negotiation', 'cost analysis', 'compliance', 'strategic sourcing']",[],"['strategic sourcing', 'cost analysis', 'compliance', 'negotiation', 'vendor management', 'procurement strategy']",0.6,"['vendor management', 'cost analysis', 'compliance']","['strategic sourcing', 'negotiation', 'procurement strategy']"
r004355,"education: juris doctor experience: 2 years skills: problem solving, attention to detail, writing, communication, web design, mobile ui/ux, analysis, creativity","['communication', 'creativity', 'analysis', 'figma', 'financial analysis']",law clerk,juris doctor,legal services,"['legal research', 'writing', 'analysis', 'attention to detail', 'communication', 'problem solving']",juris doctor|law school graduate,"['problem solving', 'attention to detail', 'communication', 'creativity']","['writing', 'web design', 'mobile ui/ux', 'analysis', 'figma', 'legal research', 'financial analysis']","['attention to detail', 'communication', 'problem solving']","['legal research', 'writing', 'analysis']","['communication', 'attention to detail', 'problem solving']","['analysis', 'writing', 'legal research']",0.7499999999999999,"['attention to detail', 'writing', 'legal research', 'problem solving']","['analysis', 'communication']"
r004356,"education: associate in radiography experience: 1 years skills: network security, patient care, imaging technology, radiation safety, attention to detail, react, docker, technical skills","['attention to detail', 'technical skills', 'react', 'radiation safety', 'docker']",radiographer,associate in radiography,healthcare,"['imaging technology', 'patient care', 'radiation safety', 'technical skills', 'communication', 'attention to detail']",associate in radiography|radiography license,"['attention to detail', 'communication']","['network security', 'patient care', 'imaging technology', 'radiation safety', 'react', 'docker', 'technical skills', 'user interface']","['communication', 'attention to detail']","['imaging technology', 'patient care', 'radiation safety', 'technical skills']","['communication', 'attention to detail']","['patient care', 'radiation safety', 'imaging technology', 'technical skills']",0.7599999999999999,"['patient care', 'communication', 'imaging technology']","['radiation safety', 'attention to detail', 'technical skills']"
r004357,"education: high school experience: 5 years skills: safety, problem solving, farming, sustainability, graphql, web accessibility, sql, equipment operation","['business management', 'farming', 'safety', 'equipment operation']",farmer,high school,agriculture,"['farming', 'equipment operation', 'problem solving', 'sustainability', 'business management', 'safety']",high school|agriculture experience,['problem solving'],"['safety', 'farming', 'sustainability', 'graphql', 'web accessibility', 'sql', 'equipment operation', 'business management']",['problem solving'],"['farming', 'equipment operation', 'sustainability', 'business management', 'safety']",['problem solving'],"['business management', 'equipment operation', 'farming', 'safety', 'sustainability']",0.7333333333333334,"['sustainability', 'problem solving']","['business management', 'safety', 'equipment operation', 'farming']"
r004358,"education: culinary school experience: 4 years skills: leadership, recipe development, culinary skills, kitchen management, serverless, food safety, web design, creativity","['creativity', 'food safety', 'recipe development', 'serverless']",head chef,culinary school,hospitality & food service,"['culinary skills', 'kitchen management', 'leadership', 'recipe development', 'food safety', 'creativity']",culinary school,"['leadership', 'creativity']","['recipe development', 'culinary skills', 'kitchen management', 'serverless', 'food safety', 'web design', 'p&l management']","['leadership', 'creativity']","['culinary skills', 'kitchen management', 'recipe development', 'food safety']","['creativity', 'leadership']","['food safety', 'kitchen management', 'culinary skills', 'recipe development']",0.7599999999999999,"['kitchen management', 'culinary skills', 'leadership']","['creativity', 'recipe development', 'food safety']"
r004359,"education: bachelor's in electronics experience: 4 years skills: sensors, risk assessment, c/c++, problem solving, system design, embedded systems, iot technology, networking","['sensors', 'risk assessment', 'documentation', 'iot technology', 'c/c++']",iot engineer,bachelor's in electronics,technology,"['iot technology', 'embedded systems', 'networking', 'c/c++', 'sensors', 'system design']",bachelor's in electronics|bachelor's in computer engineering,['problem solving'],"['sensors', 'risk assessment', 'c/c++', 'system design', 'embedded systems', 'iot technology', 'networking', 'c#', 'graphic design', 'documentation']",[],"['iot technology', 'embedded systems', 'networking', 'c/c++', 'sensors', 'system design']",[],"['embedded systems', 'sensors', 'networking', 'iot technology', 'c/c++', 'system design']",0.6,"['system design', 'embedded systems', 'networking']","['sensors', 'iot technology', 'c/c++']"
r004360,"education: cpa experience: 9 years skills: leadership, business development, accounting, financial reporting, risk management, fp&a, user experience, strategy","['business development', 'leadership', 'strategy', 'tensorflow']",controller,accounting,finance & accounting,"['leadership', 'financial reporting', 'accounting', 'fp&a', 'risk management', 'strategy']",master's in finance|accounting,['leadership'],"['business development', 'accounting', 'financial reporting', 'risk management', 'fp&a', 'user experience', 'strategy', 'tensorflow']",['leadership'],"['financial reporting', 'accounting', 'fp&a', 'risk management', 'strategy']",['leadership'],"['accounting', 'risk management', 'financial reporting', 'strategy', 'fp&a']",0.7333333333333334,"['financial reporting', 'accounting', 'risk management', 'fp&a']","['strategy', 'leadership']"
r004361,"education: cpa experience: 9 years skills: strategy, security architecture, financial reporting, accounting, fp&a, nosql, risk management, leadership","['risk management', 'security architecture', 'fp&a', 'nosql']",controller,accounting,finance & accounting,"['leadership', 'financial reporting', 'accounting', 'fp&a', 'risk management', 'strategy']",master's in finance|accounting,['leadership'],"['strategy', 'security architecture', 'financial reporting', 'accounting', 'fp&a', 'nosql', 'risk management', 'agile']",['leadership'],"['financial reporting', 'accounting', 'fp&a', 'risk management', 'strategy']",['leadership'],"['accounting', 'risk management', 'financial reporting', 'strategy', 'fp&a']",0.7333333333333334,"['strategy', 'financial reporting', 'accounting', 'leadership']","['fp&a', 'risk management']"
r004362,"education: bachelor's in business experience: 7 years skills: decision making, communication, business management, docker, leadership, pandas, p&l responsibility, p&l management","['leadership', 'p&l responsibility', 'django', 'strategic planning', 'business management']",general manager,bachelor's in business,private sector management,"['business management', 'leadership', 'p&l responsibility', 'strategic planning', 'decision making', 'communication']",bachelor's in business|master's in business,"['decision making', 'communication', 'leadership']","['business management', 'docker', 'pandas', 'p&l responsibility', 'p&l management', 'django', 'kanban', 'strategic planning']","['leadership', 'decision making', 'communication']","['business management', 'p&l responsibility', 'strategic planning']","['communication', 'decision making', 'leadership']","['business management', 'p&l responsibility', 'strategic planning']",0.7499999999999999,"['communication', 'decision making']","['business management', 'p&l responsibility', 'strategic planning', 'leadership']"
r004363,"education: animation certification experience: 1 years skills: jira, technical skills, problem solving, timing, graphql, drawing, animation software, strategic planning","['drawing', 'technical skills', 'timing', 'problem solving', 'animation software']",animator,animation certification,creative & design,"['animation software', 'creativity', 'storytelling', 'drawing', 'timing', 'technical skills']",bachelor's in animation|animation certification,"['problem solving', 'creativity']","['jira', 'technical skills', 'timing', 'graphql', 'drawing', 'animation software', 'strategic planning', 'storytelling', 'mentoring']",['creativity'],"['animation software', 'storytelling', 'drawing', 'timing', 'technical skills']",['creativity'],"['storytelling', 'drawing', 'timing', 'technical skills', 'animation software']",0.7333333333333334,"['creativity', 'storytelling']","['timing', 'technical skills', 'animation software', 'drawing']"
r004364,"education: bachelor's in business experience: 7 years skills: team management, java, financial analysis, real estate knowledge, sales leadership, business development, tensorflow, communication","['financial analysis', 'tensorflow', 'business development', 'negotiation']",real estate broker,bachelor's in business,construction & real estate,"['sales leadership', 'real estate knowledge', 'negotiation', 'business development', 'team management', 'communication']",bachelor's in business|broker license,['communication'],"['team management', 'java', 'financial analysis', 'real estate knowledge', 'sales leadership', 'business development', 'tensorflow', 'negotiation']",['communication'],"['sales leadership', 'real estate knowledge', 'negotiation', 'business development', 'team management']",['communication'],"['real estate knowledge', 'team management', 'sales leadership', 'negotiation', 'business development']",0.7333333333333334,"['sales leadership', 'real estate knowledge', 'communication', 'team management']","['business development', 'negotiation']"
r004365,"education: fire academy experience: 1 years skills: quick thinking, graphql, safety, data analysis, fire fighting, teamwork, problem solving, physical fitness","['mysql', 'safety', 'quick thinking', 'fire fighting', 'teamwork']",firefighter,fire academy,law enforcement,"['fire fighting', 'safety', 'physical fitness', 'problem solving', 'teamwork', 'quick thinking']",high school|fire academy,"['teamwork', 'problem solving']","['quick thinking', 'graphql', 'safety', 'data analysis', 'fire fighting', 'physical fitness', 'mysql', 'project management']","['problem solving', 'teamwork']","['fire fighting', 'safety', 'physical fitness', 'quick thinking']","['teamwork', 'problem solving']","['safety', 'physical fitness', 'fire fighting', 'quick thinking']",0.7599999999999999,"['physical fitness', 'problem solving']","['teamwork', 'safety', 'quick thinking', 'fire fighting']"
r004366,"education: bachelor's in logistics experience: 1 years skills: cost optimization, mysql, logistics planning, query optimization, fleet management, distribution, nosql, software","['cost optimization', 'supplier management', 'mysql', 'logistics planning', 'nosql']",logistics manager,bachelor's in logistics,operations & supply chain,"['logistics planning', 'distribution', 'fleet management', 'cost optimization', 'supplier management', 'software']",bachelor's in logistics|bachelor's in business,[],"['cost optimization', 'mysql', 'logistics planning', 'query optimization', 'fleet management', 'distribution', 'nosql', 'software', 'javascript', 'supplier management']",[],"['logistics planning', 'distribution', 'fleet management', 'cost optimization', 'supplier management', 'software']",[],"['software', 'supplier management', 'distribution', 'cost optimization', 'logistics planning', 'fleet management']",0.6,"['distribution', 'software', 'fleet management']","['logistics planning', 'cost optimization', 'supplier management']"
r004367,"education: bachelor's in hr experience: 4 years skills: training design, business development, coaching, pytorch, e-learning, project management, curriculum development, kanban","['business development', 'kanban', 'e-learning', 'pytorch']",learning & development manager,bachelor's in human resources,human resources,"['curriculum development', 'leadership', 'training design', 'e-learning', 'coaching', 'project management']",master's in education|bachelor's in human resources,['leadership'],"['training design', 'business development', 'coaching', 'pytorch', 'e-learning', 'project management', 'curriculum development', 'kanban']",['leadership'],"['curriculum development', 'training design', 'e-learning', 'coaching', 'project management']",['leadership'],"['curriculum development', 'e-learning', 'training design', 'coaching', 'project management']",0.7333333333333334,"['leadership', 'curriculum development', 'training design', 'coaching', 'project management']",['e-learning']
r004368,"education: bachelor's in hr experience: 3 years skills: technical writing, mongodb, data analysis, hr systems, process management, compliance, scala, business acumen","['technical writing', 'business acumen', 'mongodb', 'process management', 'leadership']",hr operations manager,bachelor's in human resources,human resources,"['hr systems', 'process management', 'compliance', 'data analysis', 'leadership', 'problem solving']",bachelor's in human resources|bachelor's in business,"['leadership', 'problem solving']","['technical writing', 'mongodb', 'data analysis', 'hr systems', 'process management', 'compliance', 'scala', 'business acumen']","['leadership', 'problem solving']","['hr systems', 'process management', 'compliance', 'data analysis']","['leadership', 'problem solving']","['hr systems', 'compliance', 'process management', 'data analysis']",0.7599999999999999,"['problem solving', 'hr systems', 'compliance', 'data analysis']","['process management', 'leadership']"
r004369,"education: commercial pilot license experience: 3 years skills: navigation, pandas, decision making, vue.js, flying, technical knowledge, responsibility, safety","['navigation', 'flying', 'decision making', 'vue.js']",pilot,commercial pilot license,transportation & logistics,"['flying', 'navigation', 'safety', 'technical knowledge', 'decision making', 'responsibility']",commercial pilot license|training,['decision making'],"['navigation', 'pandas', 'vue.js', 'flying', 'technical knowledge', 'responsibility', 'safety']",['decision making'],"['flying', 'navigation', 'safety', 'technical knowledge', 'responsibility']",['decision making'],"['flying', 'navigation', 'safety', 'technical knowledge', 'responsibility']",0.7333333333333334,"['responsibility', 'safety', 'technical knowledge']","['decision making', 'flying', 'navigation']"
r004370,"education: master's in business experience: 8 years skills: vision, project management, statistics, decision making, business development, communication, tableau, department management","['statistics', 'tableau', 'department management', 'strategic leadership']",vice president,master's in business,private sector management,"['strategic leadership', 'department management', 'business development', 'decision making', 'communication', 'vision']",master's in business|business administration,"['decision making', 'communication']","['vision', 'project management', 'statistics', 'business development', 'tableau', 'department management', 'strategic leadership']","['decision making', 'communication']","['strategic leadership', 'department management', 'business development', 'vision']","['communication', 'decision making']","['department management', 'business development', 'strategic leadership', 'vision']",0.7599999999999999,"['vision', 'business development', 'communication', 'decision making']","['department management', 'strategic leadership']"
r004371,"education: bartending certification experience: 4 years skills: communication, node.js, customer service, problem solving, memory, team work, aws, bartending","['problem solving', 'bartending', 'mobile security', 'communication']",bartender,bartending certification,hospitality & food service,"['bartending', 'customer service', 'communication', 'memory', 'team work', 'problem solving']",high school|bartending certification,"['communication', 'problem solving']","['node.js', 'customer service', 'memory', 'team work', 'aws', 'bartending', 'mobile security']","['communication', 'problem solving']","['bartending', 'customer service', 'memory', 'team work']","['communication', 'problem solving']","['memory', 'customer service', 'bartending', 'team work']",0.7599999999999999,"['memory', 'customer service', 'team work']","['communication', 'bartending', 'problem solving']"
r004372,"education: bachelor's in engineering experience: 6 years skills: process analysis, aws, r, web accessibility, android, change management, data analysis, lean manufacturing","['change management', 'six sigma', 'lean manufacturing', 'web accessibility', 'process analysis']",process improvement manager,bachelor's in engineering,operations & supply chain,"['lean manufacturing', 'six sigma', 'process analysis', 'data analysis', 'leadership', 'change management']",bachelor's in engineering|bachelor's in business,['leadership'],"['process analysis', 'aws', 'r', 'web accessibility', 'android', 'change management', 'data analysis', 'lean manufacturing', 'machine learning', 'six sigma']",['leadership'],"['lean manufacturing', 'six sigma', 'process analysis', 'data analysis', 'change management']",['leadership'],"['data analysis', 'process analysis', 'six sigma', 'change management', 'lean manufacturing']",0.7333333333333334,"['data analysis', 'leadership']","['change management', 'six sigma', 'lean manufacturing', 'process analysis']"
r004373,"education: specialized training experience: 5 years skills: numpy, unreal engine, c#, pandas, ar/vr platforms, problem solving, statistics, unity","['3d graphics', 'unreal engine', 'statistics', 'c#']",ar/vr developer,specialized training,technology,"['unity', 'unreal engine', 'c#', '3d graphics', 'ar/vr platforms', 'problem solving']",bachelor's in computer science|specialized training,['problem solving'],"['numpy', 'unreal engine', 'c#', 'pandas', 'ar/vr platforms', 'statistics', 'unity', '3d graphics']",['problem solving'],"['unity', 'unreal engine', 'c#', '3d graphics', 'ar/vr platforms']",['problem solving'],"['ar/vr platforms', '3d graphics', 'unreal engine', 'c#', 'unity']",0.7333333333333334,"['ar/vr platforms', 'unity', 'problem solving']","['3d graphics', 'c#', 'unreal engine']"
r004374,"education: high school experience: 3 years skills: sales, computer skills, organization, c#, travel knowledge, customer service, android, communication","['communication', 'organization', 'travel knowledge', 'c#']",travel agent,high school,hospitality & tourism,"['travel knowledge', 'customer service', 'sales', 'computer skills', 'organization', 'communication']",high school|travel industry certification,['communication'],"['sales', 'computer skills', 'organization', 'c#', 'travel knowledge', 'customer service', 'android']",['communication'],"['travel knowledge', 'customer service', 'sales', 'computer skills', 'organization']",['communication'],"['sales', 'organization', 'customer service', 'computer skills', 'travel knowledge']",0.7333333333333334,"['customer service', 'computer skills', 'sales']","['communication', 'travel knowledge', 'organization']"
r004375,"education: master's in marketing experience: 8 years skills: deep learning, brand strategy, team management, leadership, budget management, react, user interface, encryption","['strategic marketing', 'budget management', 'brand strategy', 'react', 'encryption']",marketing director,master's in marketing,marketing & sales,"['strategic marketing', 'leadership', 'budget management', 'brand strategy', 'analytics', 'team management']",master's in marketing|business administration,['leadership'],"['deep learning', 'brand strategy', 'team management', 'budget management', 'react', 'user interface', 'encryption', 'scikit-learn', 'strategic marketing', 'analytics']",['leadership'],"['strategic marketing', 'budget management', 'brand strategy', 'analytics', 'team management']",['leadership'],"['team management', 'budget management', 'brand strategy', 'analytics', 'strategic marketing']",0.7333333333333334,"['team management', 'analytics', 'leadership']","['brand strategy', 'budget management', 'strategic marketing']"
r004376,"education: license experience: 2 years skills: communication, customer service, skincare, technical skills, machine learning, sales, product knowledge, facial treatment","['customer service', 'product knowledge', 'communication', 'sales']",esthetician,license,beauty & wellness,"['skincare', 'facial treatment', 'customer service', 'product knowledge', 'communication', 'technical skills']",esthetics school|license,['communication'],"['customer service', 'skincare', 'technical skills', 'machine learning', 'sales', 'product knowledge', 'facial treatment']",['communication'],"['skincare', 'facial treatment', 'customer service', 'product knowledge', 'technical skills']",['communication'],"['skincare', 'product knowledge', 'customer service', 'technical skills', 'facial treatment']",0.7333333333333334,"['technical skills', 'skincare', 'facial treatment']","['customer service', 'communication', 'product knowledge']"
r004377,"education: bachelor's in computer science experience: 2 years skills: liquid, shopify, api integration, confluence, database design, e-commerce, javascript, problem solving","['javascript', 'database design', 'problem solving', 'mobile ui/ux']",shopify developer,bachelor's in computer science,technology,"['shopify', 'liquid', 'javascript', 'api integration', 'e-commerce', 'problem solving']",bachelor's in computer science,['problem solving'],"['liquid', 'shopify', 'api integration', 'confluence', 'database design', 'e-commerce', 'javascript', 'mobile ui/ux']",['problem solving'],"['shopify', 'liquid', 'javascript', 'api integration', 'e-commerce']",['problem solving'],"['shopify', 'e-commerce', 'api integration', 'javascript', 'liquid']",0.7333333333333334,"['shopify', 'e-commerce', 'api integration', 'liquid']","['javascript', 'problem solving']"
r004378,"education: security certification experience: 4 years skills: technical writing, sales, swift, networking, flutter, penetration testing, risk analysis, encryption","['kanban', 'technical writing', 'flutter', 'security protocols', 'swift']",cybersecurity specialist,security certification,technology,"['penetration testing', 'security protocols', 'networking', 'risk analysis', 'encryption', 'firewalls']",bachelor's in cybersecurity|security certification,[],"['technical writing', 'sales', 'swift', 'networking', 'flutter', 'penetration testing', 'risk analysis', 'encryption', 'firewalls', 'security protocols', 'kanban']",[],"['penetration testing', 'security protocols', 'networking', 'risk analysis', 'encryption', 'firewalls']",[],"['encryption', 'security protocols', 'penetration testing', 'networking', 'firewalls', 'risk analysis']",0.6,"['encryption', 'penetration testing', 'networking', 'firewalls', 'risk analysis']",['security protocols']
r004379,"education: bachelor's in computer science experience: 2 years skills: jira, lambda calculus, type system, functional programming, concurrency, numpy, problem solving, kubernetes","['concurrency', 'haskell', 'type system', 'functional programming']",haskell developer,bachelor's in computer science,technology,"['haskell', 'functional programming', 'type system', 'problem solving', 'concurrency', 'lambda calculus']",bachelor's in computer science,['problem solving'],"['jira', 'lambda calculus', 'type system', 'functional programming', 'concurrency', 'numpy', 'kubernetes', 'haskell']",['problem solving'],"['haskell', 'functional programming', 'type system', 'concurrency', 'lambda calculus']",['problem solving'],"['concurrency', 'haskell', 'functional programming', 'lambda calculus', 'type system']",0.7333333333333334,"['lambda calculus', 'problem solving']","['concurrency', 'functional programming', 'type system', 'haskell']"
r004380,"education: high school experience: 1 years skills: motivation, app testing, fitness knowledge, training program design, communication, problem solving, azure, p&l management","['azure', 'problem solving', 'training program design', 'fitness knowledge', 'p&l management']",personal trainer,high school,sports & recreation,"['fitness knowledge', 'training program design', 'motivation', 'communication', 'anatomy', 'problem solving']",personal training certification|high school,"['communication', 'problem solving']","['motivation', 'app testing', 'fitness knowledge', 'training program design', 'azure', 'p&l management', 'anatomy', 'nosql']","['communication', 'problem solving']","['fitness knowledge', 'training program design', 'motivation', 'anatomy']","['communication', 'problem solving']","['anatomy', 'fitness knowledge', 'motivation', 'training program design']",0.7599999999999999,"['anatomy', 'communication', 'motivation']","['problem solving', 'fitness knowledge', 'training program design']"
