resume_id,resume_text,skills,job_role,education,category,required_skills,education_requirement
r004485,"education: bar license experience: 4 years skills: writing, decision making, market research, legal knowledge, jenkins, negotiation, research, communication","['writing', 'decision making', 'market research', 'legal knowledge', 'jenkins', 'negotiation', 'research', 'communication', 'ethics', 'flutter']",lawyer,bar license,legal services,"['legal knowledge', 'research', 'writing', 'negotiation', 'communication', 'ethics']",juris doctor|bar license
r004486,"education: bachelor's in construction management experience: 2 years skills: project management, construction knowledge, contractor management, c++, machine learning, safety, compliance, documentation","['project management', 'construction knowledge', 'contractor management', 'c++', 'machine learning', 'safety', 'compliance', 'documentation', 'budget control', 'mentoring']",construction manager,bachelor's in construction management,construction & real estate,"['project management', 'construction knowledge', 'safety', 'budget control', 'contractor management', 'compliance']",bachelor's in construction management
r004487,"education: museum studies experience: 5 years skills: problem solving, research, gcp, web design, react, communication, art knowledge, p&l management","['problem solving', 'research', 'gcp', 'web design', 'react', 'communication', 'art knowledge', 'p&l management', 'curation', 'management']",museum curator,museum studies,arts & culture,"['curation', 'art knowledge', 'research', 'communication', 'problem solving', 'management']",master's in art history|museum studies
r004488,"education: journalism experience: 5 years skills: sports knowledge, swift, quick thinking, communication, public speaking, mongodb, enthusiasm, machine learning","['sports knowledge', 'swift', 'quick thinking', 'communication', 'public speaking', 'mongodb', 'enthusiasm', 'machine learning', 'writing', 'security protocols', 'risk assessment']",sports commentator,journalism,media & entertainment,"['sports knowledge', 'public speaking', 'communication', 'enthusiasm', 'quick thinking', 'writing']",journalism|broadcasting
r004489,"education: bachelor's in manufacturing engineering experience: 4 years skills: production planning, cad, ansible, quality control, flask, problem solving, equipment knowledge, process design","['production planning', 'cad', 'ansible', 'quality control', 'flask', 'problem solving', 'equipment knowledge', 'process design']",manufacturing engineer,bachelor's in manufacturing engineering,engineering & manufacturing,"['process design', 'cad', 'production planning', 'quality control', 'problem solving', 'equipment knowledge']",bachelor's in manufacturing engineering|bachelor's in mechanical engineering
r004490,"education: management experience experience: 5 years skills: cost management, business development, r, leadership, safety, problem solving, fleet management, maintenance","['cost management', 'business development', 'r', 'leadership', 'safety', 'problem solving', 'fleet management', 'maintenance']",fleet manager,management experience,transportation & logistics,"['fleet management', 'maintenance', 'safety', 'cost management', 'leadership', 'problem solving']",high school|management experience
r004491,"education: bachelor's in computer science experience: 2 years skills: hadoop, hdfs, market research, business development, big data, mapreduce, java, distributed computing","['hadoop', 'hdfs', 'market research', 'business development', 'big data', 'mapreduce', 'java', 'distributed computing']",hadoop developer,bachelor's in computer science,data & analytics,"['hadoop', 'hdfs', 'mapreduce', 'big data', 'java', 'distributed computing']",bachelor's in computer science
r004492,"education: bachelor's in computer science experience: 0 years skills: serverless, mysql, javascript, gcp, cms, theme development, php, joomla","['serverless', 'mysql', 'javascript', 'gcp', 'cms', 'theme development', 'php', 'joomla']",joomla developer,bachelor's in computer science,technology,"['joomla', 'php', 'javascript', 'cms', 'mysql', 'theme development']",bachelor's in computer science
r004493,"education: bachelor's in hr experience: 6 years skills: penetration testing, employee relations, leadership, coaching, cassandra, strategic hr, data analysis, flask","['penetration testing', 'employee relations', 'leadership', 'coaching', 'cassandra', 'strategic hr', 'data analysis', 'flask', 'business acumen', 'encryption', 'mobile security']",hr business partner,bachelor's in human resources,human resources,"['strategic hr', 'business acumen', 'employee relations', 'coaching', 'data analysis', 'leadership']",bachelor's in human resources|master's in business
r004494,"education: bachelor's in chemical engineering experience: 4 years skills: safety, critical thinking, thermochemistry, technical writing, process design, laboratory skills, data analysis, chemical processes","['safety', 'critical thinking', 'thermochemistry', 'technical writing', 'process design', 'laboratory skills', 'data analysis', 'chemical processes', 'project management', 'scikit-learn', 'presentation skills']",chemical engineer,bachelor's in chemical engineering,engineering & manufacturing,"['chemical processes', 'safety', 'data analysis', 'thermochemistry', 'process design', 'laboratory skills']",bachelor's in chemical engineering
r004495,"education: associate in radiography experience: 2 years skills: imaging technology, technical skills, user interface, radiation safety, javascript, patient care, firewalls, communication","['imaging technology', 'technical skills', 'user interface', 'radiation safety', 'javascript', 'patient care', 'firewalls', 'communication', 'attention to detail']",radiographer,associate in radiography,healthcare,"['imaging technology', 'patient care', 'radiation safety', 'technical skills', 'communication', 'attention to detail']",associate in radiography|radiography license
r004496,"education: culinary school experience: 4 years skills: presentation skills, penetration testing, react, food safety, culinary skills, kitchen management, recipe development, java","['presentation skills', 'penetration testing', 'react', 'food safety', 'culinary skills', 'kitchen management', 'recipe development', 'java', 'creativity', 'leadership']",head chef,culinary school,hospitality & food service,"['culinary skills', 'kitchen management', 'leadership', 'recipe development', 'food safety', 'creativity']",culinary school
r004497,"education: certification experience: 4 years skills: rust, financial analysis, safety, vehicle mechanics, problem solving, equipment knowledge, troubleshooting, flutter","['rust', 'financial analysis', 'safety', 'vehicle mechanics', 'problem solving', 'equipment knowledge', 'troubleshooting', 'flutter', 'security protocols', 'attention to detail', 'scikit-learn']",mechanic,certification,skilled trades,"['vehicle mechanics', 'troubleshooting', 'problem solving', 'equipment knowledge', 'safety', 'attention to detail']",trade school|certification
r004498,"education: bachelor's in geology experience: 5 years skills: jenkins, adaptability, research, perl, field work, problem solving, critical thinking, geology","['jenkins', 'adaptability', 'research', 'perl', 'field work', 'problem solving', 'critical thinking', 'geology', 'business acumen', 'analysis', 'technical knowledge']",geologist,bachelor's in geology,science & research,"['geology', 'field work', 'analysis', 'research', 'problem solving', 'technical knowledge']",bachelor's in geology
r004499,"education: bachelor's in communications experience: 1 years skills: program management, community engagement, problem solving, cultural sensitivity, sql, user interface, communication, organization","['program management', 'community engagement', 'problem solving', 'cultural sensitivity', 'sql', 'user interface', 'communication', 'organization']",community outreach coordinator,bachelor's in communications,human services & social work,"['community engagement', 'program management', 'communication', 'organization', 'problem solving', 'cultural sensitivity']",bachelor's in social work|bachelor's in communications
r004500,"education: bachelor's in computer science experience: 2 years skills: rest api, maven, spring boot, scikit-learn, rust, microservices, java, sql","['rest api', 'maven', 'spring boot', 'scikit-learn', 'rust', 'microservices', 'java', 'sql']",java backend developer,bachelor's in computer science,technology,"['java', 'spring boot', 'sql', 'rest api', 'microservices', 'maven']",bachelor's in computer science
r004501,"education: associate in videography experience: 0 years skills: lighting, seo, r, java, technical skills, editing, video shooting, ansible","['lighting', 'seo', 'r', 'java', 'technical skills', 'editing', 'video shooting', 'ansible', 'creativity', 'python', 'storytelling']",videographer,associate in videography,media production,"['video shooting', 'editing', 'lighting', 'storytelling', 'technical skills', 'creativity']",associate in videography|certification
r004502,"education: bachelor's in cybersecurity experience: 5 years skills: django, graphic design, statistics, ios, networking, problem solving, hacking tools, vulnerability research","['django', 'graphic design', 'statistics', 'ios', 'networking', 'problem solving', 'hacking tools', 'vulnerability research', 'security', 'teamwork', 'penetration testing']",ethical hacker,bachelor's in cybersecurity,technology,"['penetration testing', 'hacking tools', 'networking', 'security', 'problem solving', 'vulnerability research']",bachelor's in cybersecurity|ceh certification
r004503,"education: bachelor's in it experience: 3 years skills: sql, tensorflow, dashboard development, python, analytics, confluence, qlik view, data visualization","['sql', 'tensorflow', 'dashboard development', 'python', 'analytics', 'confluence', 'qlik view', 'data visualization', 'machine learning', 'problem solving', 'qlik sense']",qlik developer,bachelor's in information technology,data & analytics,"['qlik sense', 'qlik view', 'data visualization', 'sql', 'analytics', 'dashboard development']",bachelor's in information technology
r004504,"education: master's or phd in subject area experience: 6 years skills: research, subject matter expertise, mentoring, teaching, publication, deep learning, statistics, communication","['research', 'subject matter expertise', 'mentoring', 'teaching', 'publication', 'deep learning', 'statistics', 'communication']",college professor,master's or phd in subject area,education & training,"['research', 'teaching', 'publication', 'mentoring', 'subject matter expertise', 'communication']",master's or phd in subject area
r004505,"education: bachelor's in clinical laboratory science experience: 4 years skills: perl, query optimization, safety, graphql, attention to detail, data analysis, laboratory analysis, quality control","['perl', 'query optimization', 'safety', 'graphql', 'attention to detail', 'data analysis', 'laboratory analysis', 'quality control', 'r', 'equipment maintenance']",clinical lab scientist,bachelor's in clinical laboratory science,healthcare,"['laboratory analysis', 'quality control', 'equipment maintenance', 'data analysis', 'attention to detail', 'safety']",bachelor's in clinical laboratory science
r004506,"education: bachelor's in agricultural engineering experience: 2 years skills: equipment design, responsive design, analysis, problem solving, postgresql, django, agricultural systems, technical knowledge","['equipment design', 'responsive design', 'analysis', 'problem solving', 'postgresql', 'django', 'agricultural systems', 'technical knowledge', 'sustainability', 'redis']",agricultural engineer,bachelor's in agricultural engineering,agriculture & food,"['agricultural systems', 'equipment design', 'problem solving', 'technical knowledge', 'sustainability', 'analysis']",bachelor's in agricultural engineering
r004507,"education: high school experience: 2 years skills: php, wordpress, plugin development, react, javascript, c#, ansible, css","['php', 'wordpress', 'plugin development', 'react', 'javascript', 'c#', 'ansible', 'css', 'postgresql', 'theme development']",wordpress developer,high school,technology,"['wordpress', 'php', 'javascript', 'css', 'plugin development', 'theme development']",high school|wordpress certification
r004508,"education: driver's license experience: 3 years skills: kotlin, scikit-learn, safety, time management, customer service, driving, tableau, communication","['kotlin', 'scikit-learn', 'safety', 'time management', 'customer service', 'driving', 'tableau', 'communication', 'seo', 'organization']",delivery driver,driver's license,transportation & logistics,"['driving', 'customer service', 'organization', 'time management', 'safety', 'communication']",high school|driver's license
r004509,"education: security+ certification experience: 3 years skills: incident response, responsive design, pytorch, vulnerability assessment, log analysis, penetration testing, perl, security systems","['incident response', 'responsive design', 'pytorch', 'vulnerability assessment', 'log analysis', 'penetration testing', 'perl', 'security systems', 'sales', 'risk assessment', 'threat analysis']",cybersecurity analyst,security+ certification,technology,"['threat analysis', 'vulnerability assessment', 'security systems', 'log analysis', 'incident response', 'risk assessment']",bachelor's in cybersecurity|security+ certification
r004510,"education: master's in computer science experience: 5 years skills: technical expertise, deep learning, business acumen, leadership, system architecture, jupyter, mentoring, oracle","['technical expertise', 'deep learning', 'business acumen', 'leadership', 'system architecture', 'jupyter', 'mentoring', 'oracle', 'vue.js', 'communication', 'solution design']",solution architect,master's in computer science,technology,"['solution design', 'system architecture', 'technical expertise', 'communication', 'business acumen', 'leadership']",master's in computer science|architecture certification
r004511,"education: maritime training experience: 1 years skills: technical skills, navigation, maritime knowledge, redis, problem solving, swift, safety, communication","['technical skills', 'navigation', 'maritime knowledge', 'redis', 'problem solving', 'swift', 'safety', 'communication', 'leadership']",deck officer,maritime training,transportation,"['navigation', 'maritime knowledge', 'safety', 'technical skills', 'leadership', 'problem solving']",maritime training
r004512,"education: bachelor's in geology experience: 3 years skills: vue.js, risk assessment, problem solving, geology, field work, technical knowledge, scala, research","['vue.js', 'risk assessment', 'problem solving', 'geology', 'field work', 'technical knowledge', 'scala', 'research', 'analysis']",geologist,bachelor's in geology,science & research,"['geology', 'field work', 'analysis', 'research', 'problem solving', 'technical knowledge']",bachelor's in geology
r004513,"education: bachelor's in analytics experience: 3 years skills: supply planning, erp systems, statistical analysis, perl, demand forecasting, creativity, encryption, excel","['supply planning', 'erp systems', 'statistical analysis', 'perl', 'demand forecasting', 'creativity', 'encryption', 'excel', 'data analysis', 'business development']",demand planner,bachelor's in analytics,operations & supply chain,"['demand forecasting', 'statistical analysis', 'erp systems', 'supply planning', 'data analysis', 'excel']",bachelor's in operations|bachelor's in analytics
r004514,"education: master's in computer science experience: 10 years skills: presentation skills, oracle, jira, microservices, multiple languages, system design, scalability, architecture patterns","['presentation skills', 'oracle', 'jira', 'microservices', 'multiple languages', 'system design', 'scalability', 'architecture patterns', 'leadership']",software architect,master's in computer science,technology,"['system design', 'architecture patterns', 'microservices', 'scalability', 'leadership', 'multiple languages']",master's in computer science
r004515,"education: high school experience: 3 years skills: management, decision making, c++, php, customer service, azure, sales, fitness industry knowledge","['management', 'decision making', 'c++', 'php', 'customer service', 'azure', 'sales', 'fitness industry knowledge', 'communication', 'leadership']",fitness manager,high school,sports & recreation,"['fitness industry knowledge', 'management', 'customer service', 'sales', 'leadership', 'communication']",associate in fitness management|high school
r004516,"education: bachelor's in computer science experience: 2 years skills: responsive design, php, javascript, drupal, query optimization, module development, mysql, theme development","['responsive design', 'php', 'javascript', 'drupal', 'query optimization', 'module development', 'mysql', 'theme development']",drupal developer,bachelor's in computer science,technology,"['drupal', 'php', 'javascript', 'mysql', 'theme development', 'module development']",bachelor's in computer science
r004517,"education: bachelor's degree experience: 2 years skills: communication, safety, strategic planning, leadership, problem solving, discipline, react native, android","['communication', 'safety', 'strategic planning', 'leadership', 'problem solving', 'discipline', 'react native', 'android', 'responsive design', 'azure', 'oracle']",military officer,bachelor's degree,law enforcement,"['leadership', 'strategic planning', 'safety', 'communication', 'problem solving', 'discipline']",military academy|bachelor's degree
r004518,"education: mba experience: 13 years skills: strategic leadership, django, android, communication, executive management, decision making, node.js, business acumen","['strategic leadership', 'django', 'android', 'communication', 'executive management', 'decision making', 'node.js', 'business acumen', 'vision']",chief executive officer,business administration,private sector management,"['strategic leadership', 'vision', 'decision making', 'business acumen', 'communication', 'executive management']",business administration|master's in business
r004519,"education: master's in research experience: 2 years skills: research methodology, react native, data analysis, business acumen, problem solving, teamwork, user research, communication","['research methodology', 'react native', 'data analysis', 'business acumen', 'problem solving', 'teamwork', 'user research', 'communication', 'report writing']",product researcher,master's in research,research & development,"['research methodology', 'data analysis', 'user research', 'report writing', 'problem solving', 'communication']",bachelor's in science|master's in research
r004520,"education: museum studies experience: 1 years skills: kanban, exhibition design, query optimization, firewalls, nosql, project management, oracle, technical skills","['kanban', 'exhibition design', 'query optimization', 'firewalls', 'nosql', 'project management', 'oracle', 'technical skills', 'creativity', 'problem solving', 'communication']",exhibition designer,museum studies,arts & culture,"['exhibition design', 'creativity', 'technical skills', 'communication', 'problem solving', 'project management']",bachelor's in design|museum studies
r004521,"education: high school experience: 2 years skills: law enforcement, physical fitness, judgment, problem solving, communication, swift, data analysis, statistics","['law enforcement', 'physical fitness', 'judgment', 'problem solving', 'communication', 'swift', 'data analysis', 'statistics', 'safety']",police officer,high school,law enforcement,"['law enforcement', 'safety', 'problem solving', 'communication', 'physical fitness', 'judgment']",high school|police academy
r004522,"education: bachelor's in project management experience: 3 years skills: timeline management, budget control, communication, kanban, team leadership, c++, risk management, project management","['timeline management', 'budget control', 'communication', 'kanban', 'team leadership', 'c++', 'risk management', 'project management', 'angular']",project manager,bachelor's in project management,construction & real estate,"['project management', 'budget control', 'timeline management', 'team leadership', 'risk management', 'communication']",bachelor's in project management|bachelor's in business
r004523,"education: captain license experience: 4 years skills: maritime law, leadership, navigation, problem solving, safety, technical knowledge, teamwork, mobile security","['maritime law', 'leadership', 'navigation', 'problem solving', 'safety', 'technical knowledge', 'teamwork', 'mobile security']",ship captain,captain license,transportation,"['navigation', 'leadership', 'maritime law', 'safety', 'problem solving', 'technical knowledge']",maritime academy|captain license
r004524,"education: bachelor's in environmental science experience: 2 years skills: jira, go, environmental knowledge, problem solving, law enforcement, wireframing, conservation, communication","['jira', 'go', 'environmental knowledge', 'problem solving', 'law enforcement', 'wireframing', 'conservation', 'communication', 'python', 'safety', 'encryption']",conservation officer,bachelor's in environmental science,conservation,"['conservation', 'law enforcement', 'environmental knowledge', 'problem solving', 'communication', 'safety']",bachelor's in environmental science
r004525,"education: master's in art history experience: 6 years skills: research, management, presentation skills, curation, communication, adaptability, art knowledge, aws","['research', 'management', 'presentation skills', 'curation', 'communication', 'adaptability', 'art knowledge', 'aws', 'problem solving']",museum curator,master's in art history,arts & culture,"['curation', 'art knowledge', 'research', 'communication', 'problem solving', 'management']",master's in art history|museum studies
r004526,"education: administrative certificate experience: 5 years skills: management, security protocols, staff management, educational leadership, vision, community relations, budgeting, problem solving","['management', 'security protocols', 'staff management', 'educational leadership', 'vision', 'community relations', 'budgeting', 'problem solving']",school principal,administrative certificate,education & training,"['educational leadership', 'management', 'budgeting', 'staff management', 'community relations', 'vision']",master's in education|administrative certificate
r004527,"education: associate in broadcast technology experience: 4 years skills: attention to detail, safety, leadership, shell scripting, technical knowledge, postgresql, broadcasting, business acumen","['attention to detail', 'safety', 'leadership', 'shell scripting', 'technical knowledge', 'postgresql', 'broadcasting', 'business acumen', 'seo', 'troubleshooting', 'equipment operation']",broadcast technician,associate in broadcast technology,entertainment & media,"['broadcasting', 'equipment operation', 'technical knowledge', 'troubleshooting', 'safety', 'attention to detail']",associate in broadcast technology
r004528,"education: high school experience: 2 years skills: accuracy, food safety, cooking, jenkins, negotiation, speed, docker, kitchen skills","['accuracy', 'food safety', 'cooking', 'jenkins', 'negotiation', 'speed', 'docker', 'kitchen skills', 'teamwork']",line cook,high school,hospitality & food service,"['cooking', 'food safety', 'kitchen skills', 'speed', 'accuracy', 'teamwork']",culinary school|high school
r004529,"education: bachelor's in marketing experience: 2 years skills: power bi, seo knowledge, p&l management, documentation, writing, shell scripting, research, brand voice","['power bi', 'seo knowledge', 'p&l management', 'documentation', 'writing', 'shell scripting', 'research', 'brand voice', 'marketing', 'creativity']",copywriter,bachelor's in marketing,creative & design,"['writing', 'creativity', 'seo knowledge', 'marketing', 'brand voice', 'research']",bachelor's in english|bachelor's in marketing
r004530,"education: bachelor's in hr experience: 6 years skills: php, marketing, data analysis, statistics, hr systems, compliance, process management, risk assessment","['php', 'marketing', 'data analysis', 'statistics', 'hr systems', 'compliance', 'process management', 'risk assessment', 'problem solving', 'leadership']",hr operations manager,bachelor's in human resources,human resources,"['hr systems', 'process management', 'compliance', 'data analysis', 'leadership', 'problem solving']",bachelor's in human resources|bachelor's in business
r004531,"education: high school experience: 2 years skills: mongodb, app testing, mobile security, driving, r, customer service, organization, communication","['mongodb', 'app testing', 'mobile security', 'driving', 'r', 'customer service', 'organization', 'communication', 'shell scripting', 'time management', 'safety']",delivery driver,high school,transportation & logistics,"['driving', 'customer service', 'organization', 'time management', 'safety', 'communication']",high school|driver's license
r004532,"education: bachelor's in it experience: 3 years skills: critical thinking, sql, tableau, database design, power bi, business development, data visualization, etl","['critical thinking', 'sql', 'tableau', 'database design', 'power bi', 'business development', 'data visualization', 'etl']",bi developer,bachelor's in information technology,data & analytics,"['power bi', 'tableau', 'sql', 'etl', 'database design', 'data visualization']",bachelor's in information technology|bachelor's in statistics
r004533,"education: bachelor's in business experience: 7 years skills: communication, p&l responsibility, leadership, strategic planning, responsive design, decision making, creativity, postgresql","['communication', 'p&l responsibility', 'leadership', 'strategic planning', 'responsive design', 'decision making', 'creativity', 'postgresql', 'business management']",general manager,bachelor's in business,private sector management,"['business management', 'leadership', 'p&l responsibility', 'strategic planning', 'decision making', 'communication']",bachelor's in business|master's in business
r004534,"education: master's in wildlife experience: 4 years skills: nosql, field work, p&l management, communication, flutter, data analysis, problem solving, wildlife biology","['nosql', 'field work', 'p&l management', 'communication', 'flutter', 'data analysis', 'problem solving', 'wildlife biology', 'documentation', 'angular', 'research']",wildlife biologist,master's in wildlife,conservation,"['wildlife biology', 'research', 'data analysis', 'field work', 'problem solving', 'communication']",bachelor's in biology|master's in wildlife
r004535,"education: bachelor's in business experience: 0 years skills: cloudformation, selling, crm, kotlin, power bi, client relationships, app testing, negotiation","['cloudformation', 'selling', 'crm', 'kotlin', 'power bi', 'client relationships', 'app testing', 'negotiation', 'communication', 'responsive design', 'product knowledge']",sales executive,bachelor's in business,marketing & sales,"['selling', 'negotiation', 'client relationships', 'crm', 'product knowledge', 'communication']",bachelor's in business|bachelor's in marketing
r004536,"education: bachelor's in design experience: 4 years skills: communication, design principles, artistic direction, negotiation, kotlin, html, team leadership, creativity","['communication', 'design principles', 'artistic direction', 'negotiation', 'kotlin', 'html', 'team leadership', 'creativity', 'visual communication', 'mysql']",art director,bachelor's in design,creative & design,"['artistic direction', 'visual communication', 'team leadership', 'design principles', 'communication', 'creativity']",bachelor's in art|bachelor's in design
r004537,"education: scrum product owner certification experience: 1 years skills: compliance, leadership, backlog management, r, communication, product strategy, business acumen, agile","['compliance', 'leadership', 'backlog management', 'r', 'communication', 'product strategy', 'business acumen', 'agile', 'decision making', 'rest api']",product owner,scrum product owner certification,technology,"['product strategy', 'agile', 'backlog management', 'communication', 'leadership', 'business acumen']",bachelor's in business|scrum product owner certification
r004538,"education: bachelor's in it experience: 6 years skills: budget control, postgresql, it knowledge, leadership, pytorch, problem solving, communication, project management","['budget control', 'postgresql', 'it knowledge', 'leadership', 'pytorch', 'problem solving', 'communication', 'project management']",it project manager,bachelor's in information technology,technology,"['project management', 'it knowledge', 'leadership', 'budget control', 'communication', 'problem solving']",bachelor's in information technology|project management certification
r004539,"education: licensing credentials experience: 0 years skills: network security, kotlin, counseling, go, active listening, empathy, communication, p&l management","['network security', 'kotlin', 'counseling', 'go', 'active listening', 'empathy', 'communication', 'p&l management', 'treatment planning', 'problem solving']",counselor,licensing credentials,human services & social work,"['counseling', 'active listening', 'problem solving', 'empathy', 'communication', 'treatment planning']",master's in counseling|licensing credentials
r004540,"education: bachelor's in business experience: 5 years skills: numpy, business acumen, react, hr systems, financial analysis, data analysis, typescript, compliance","['numpy', 'business acumen', 'react', 'hr systems', 'financial analysis', 'data analysis', 'typescript', 'compliance', 'problem solving', 'leadership', 'process management']",hr operations manager,bachelor's in business,human resources,"['hr systems', 'process management', 'compliance', 'data analysis', 'leadership', 'problem solving']",bachelor's in human resources|bachelor's in business
r004541,"education: bachelor's in accounting experience: 5 years skills: irs knowledge, accounting, tax law, compliance, software, tax planning, decision making, presentation skills","['irs knowledge', 'accounting', 'tax law', 'compliance', 'software', 'tax planning', 'decision making', 'presentation skills']",tax specialist,bachelor's in accounting,finance & accounting,"['tax law', 'tax planning', 'accounting', 'irs knowledge', 'software', 'compliance']",bachelor's in accounting|accounting or tax certification
r004542,"education: bachelor's in business experience: 5 years skills: problem solving, django, flask, communication, responsive design, discretion, executive support, node.js","['problem solving', 'django', 'flask', 'communication', 'responsive design', 'discretion', 'executive support', 'node.js', 'organization', 'leadership support']",executive assistant,bachelor's in business,administration,"['executive support', 'organization', 'communication', 'discretion', 'problem solving', 'leadership support']",bachelor's in business|administrative certification
r004543,"education: technical writing certification experience: 3 years skills: documentation, api documentation, problem solving, power bi, communication, organization, mobile security, html","['documentation', 'api documentation', 'problem solving', 'power bi', 'communication', 'organization', 'mobile security', 'html', 'ruby', 'technical writing']",technical writer,technical writing certification,technology,"['technical writing', 'documentation', 'api documentation', 'communication', 'organization', 'problem solving']",bachelor's in english|technical writing certification
r004544,"education: bachelor's in engineering experience: 5 years skills: data modeling, technical writing, analytics, aws, dbt, budget management, documentation, python","['data modeling', 'technical writing', 'analytics', 'aws', 'dbt', 'budget management', 'documentation', 'python', 'cloud platforms', 'query optimization', 'sql']",analytics engineer,bachelor's in engineering,data & analytics,"['sql', 'python', 'dbt', 'data modeling', 'analytics', 'cloud platforms']",bachelor's in engineering|bachelor's in computer science
r004545,"education: master's in business experience: 9 years skills: react native, decision making, strategic leadership, communication, department management, business development, vision, c++","['react native', 'decision making', 'strategic leadership', 'communication', 'department management', 'business development', 'vision', 'c++']",vice president,master's in business,private sector management,"['strategic leadership', 'department management', 'business development', 'decision making', 'communication', 'vision']",master's in business|business administration
r004546,"education: bachelor's in aerospace engineering experience: 4 years skills: statistics, physics, structural analysis, pytorch, design, aerodynamics, matlab, docker","['statistics', 'physics', 'structural analysis', 'pytorch', 'design', 'aerodynamics', 'matlab', 'docker', 'cad']",aerospace engineer,bachelor's in aerospace engineering,engineering & manufacturing,"['cad', 'aerodynamics', 'structural analysis', 'matlab', 'physics', 'design']",bachelor's in aerospace engineering
r004547,"education: bachelor's in journalism experience: 2 years skills: time management, research, on-camera skills, presentation, critical thinking, p&l management, communication, writing","['time management', 'research', 'on-camera skills', 'presentation', 'critical thinking', 'p&l management', 'communication', 'writing']",news anchor,bachelor's in journalism,media & entertainment,"['communication', 'presentation', 'writing', 'research', 'critical thinking', 'on-camera skills']",bachelor's in journalism|broadcasting
r004548,"education: bachelor's in hospitality management experience: 5 years skills: leadership, staff management, customer service, time management, jira, hotel management, communication, budget control","['leadership', 'staff management', 'customer service', 'time management', 'jira', 'hotel management', 'communication', 'budget control']",hotel manager,bachelor's in hospitality management,hospitality & tourism,"['hotel management', 'leadership', 'customer service', 'budget control', 'staff management', 'communication']",bachelor's in hospitality management
r004549,"education: bachelor's in science experience: 5 years skills: communication, time management, data analysis, seo, research methodology, user research, report writing, problem solving","['communication', 'time management', 'data analysis', 'seo', 'research methodology', 'user research', 'report writing', 'problem solving']",product researcher,bachelor's in science,research & development,"['research methodology', 'data analysis', 'user research', 'report writing', 'problem solving', 'communication']",bachelor's in science|master's in research
r004550,"education: coaching certification experience: 1 years skills: training program design, confluence, leadership, serverless, communication, tableau, athletic knowledge, motivation","['training program design', 'confluence', 'leadership', 'serverless', 'communication', 'tableau', 'athletic knowledge', 'motivation', 'strategic planning', 'coaching']",coach,coaching certification,sports & recreation,"['athletic knowledge', 'coaching', 'leadership', 'communication', 'motivation', 'training program design']",bachelor's in physical education|coaching certification
r004551,"education: master's in marketing experience: 6 years skills: mysql, team management, strategic marketing, brand strategy, budget management, analytics, encryption, leadership","['mysql', 'team management', 'strategic marketing', 'brand strategy', 'budget management', 'analytics', 'encryption', 'leadership']",marketing director,master's in marketing,marketing & sales,"['strategic marketing', 'leadership', 'budget management', 'brand strategy', 'analytics', 'team management']",master's in marketing|business administration
r004552,"education: administrative certification experience: 3 years skills: adobe creative suite, terraform, leadership support, organization, adaptability, encryption, discretion, problem solving","['adobe creative suite', 'terraform', 'leadership support', 'organization', 'adaptability', 'encryption', 'discretion', 'problem solving', 'communication', 'query optimization', 'executive support']",executive assistant,administrative certification,administration,"['executive support', 'organization', 'communication', 'discretion', 'problem solving', 'leadership support']",bachelor's in business|administrative certification
r004553,"education: high school experience: 1 years skills: azure, physical fitness, c#, communication, safety, problem solving, judgment, law enforcement","['azure', 'physical fitness', 'c#', 'communication', 'safety', 'problem solving', 'judgment', 'law enforcement', 'business development']",police officer,high school,law enforcement,"['law enforcement', 'safety', 'problem solving', 'communication', 'physical fitness', 'judgment']",high school|police academy
r004554,"education: bachelor's in cybersecurity experience: 0 years skills: log analysis, incident response, vulnerability assessment, scala, presentation skills, risk assessment, scrum, responsive design","['log analysis', 'incident response', 'vulnerability assessment', 'scala', 'presentation skills', 'risk assessment', 'scrum', 'responsive design', 'threat analysis', 'security systems', 'query optimization']",cybersecurity analyst,bachelor's in cybersecurity,technology,"['threat analysis', 'vulnerability assessment', 'security systems', 'log analysis', 'incident response', 'risk assessment']",bachelor's in cybersecurity|security+ certification
r004555,"education: high school experience: 2 years skills: nosql, problem solving, product knowledge, communication, teamwork, query optimization, prototyping, customer service","['nosql', 'problem solving', 'product knowledge', 'communication', 'teamwork', 'query optimization', 'prototyping', 'customer service', 'sales']",sales associate,high school,retail & hospitality,"['sales', 'customer service', 'product knowledge', 'communication', 'problem solving', 'teamwork']",high school
r004556,"education: trade school experience: 4 years skills: flutter, attention to detail, go, troubleshooting, safety, database design, vehicle mechanics, teamwork","['flutter', 'attention to detail', 'go', 'troubleshooting', 'safety', 'database design', 'vehicle mechanics', 'teamwork', 'problem solving', 'equipment knowledge']",mechanic,trade school,skilled trades,"['vehicle mechanics', 'troubleshooting', 'problem solving', 'equipment knowledge', 'safety', 'attention to detail']",trade school|certification
r004557,"education: apprenticeship experience: 2 years skills: technical knowledge, tensorflow, problem solving, code knowledge, electrical work, safety, troubleshooting, mongodb","['technical knowledge', 'tensorflow', 'problem solving', 'code knowledge', 'electrical work', 'safety', 'troubleshooting', 'mongodb', 'presentation skills', 'wireframing']",electrician,apprenticeship,skilled trades,"['electrical work', 'safety', 'problem solving', 'technical knowledge', 'code knowledge', 'troubleshooting']",trade school|apprenticeship
