resume_text,job_role,education,category,education_requirement,soft_skills_user,required_soft_skills,hard_skills_user,required_hard_skills_user
"education: web design certification experience: 2 years skills: graphql, python, user experience, responsive design, web design, creativity, design tools, html/css",web designer,web design certification,creative_design,bachelor's in design,"['communication', 'creativity', 'collaboration']","['adaptability', 'collaboration', 'communication']","['responsive design', 'web design']","['responsive design', 'web design']"
"education: bachelor's in finance experience: 3 years skills: adaptability, p&l management, risk analysis, python, kotlin, financial modeling, statistics, web design",financial analyst,bachelor's in finance,economy,bachelor's in finance,['risk analysis'],['risk analysis'],"['python', 'statistics', 'financial modeling', 'excel', 'valuation']","['python', 'statistics', 'financial modeling', 'excel', 'valuation']"
"education: bachelor's in electrical engineering experience: 5 years skills: electrical systems, circuit design, technical knowledge, troubleshooting, cad, power systems, app testing, strategic planning",electrical engineer,bachelor's in electrical engineering,engineering,bachelor's in electrical engineering,"['teamwork', 'problem solving', 'precision']","['precision', 'teamwork', 'problem solving', 'attention to detail']","['circuit design', 'cad', 'electrical systems']","['circuit design', 'cad', 'electrical systems']"
"education: bachelor's in civil engineering experience: 1 years skills: cad, technical design, project management, building codes, deep learning, autocad, structural analysis, decision making",civil engineer,bachelor's in civil engineering,engineering,bachelor's in civil engineering,['structural analysis'],['structural analysis'],"['autocad', 'cad', 'building codes']","['autocad', 'building codes', 'cad']"
"education: bachelor's in manufacturing engineering experience: 3 years skills: problem solving, process design, cad, database design, quality control, php, equipment knowledge, production planning",manufacturing engineer,bachelor's in manufacturing engineering,engineering,bachelor's in manufacturing engineering,['production planning'],['production planning'],"['process design', 'cad']","['cad', 'process design']"
"education: bachelor's in automotive engineering experience: 2 years skills: thermal systems, typescript, vehicle systems, testing, problem solving, materials, data analysis, user experience",automotive engineer,bachelor's in automotive engineering,engineering,bachelor's in automotive engineering,['data analysis'],"['problem solving', 'data analysis']","['cad', 'thermal systems', 'vehicle systems']","['cad', 'vehicle systems', 'thermal systems']"
"education: bachelor's in business experience: 1 years skills: css, product strategy, positioning, campaign management, machine learning, analytics, market research, messaging",product marketing manager,bachelor's in business,economy,bachelor's in marketing,"['strategic thinking', 'negotiation', 'business acumen']","['business acumen', 'decision making', 'negotiation']",['campaign management'],['campaign management']
"education: associate in law experience: 3 years skills: pytorch, legal knowledge, attention to detail, node.js, organization, compliance, legal research, serverless",paralegal,associate in law,law_and_public_services,bachelor's in paralegal studies,"['analytical skills', 'public speaking', 'responsibility']","['ethics', 'analytical skills', 'responsibility']","['document preparation', 'legal research']","['document preparation', 'legal research']"
"education: bachelor's in accounting experience: 1 years skills: mongodb, jira, tax law, risk assessment, firewalls, accounting, software, compliance",tax specialist,bachelor's in accounting,economy,bachelor's in accounting,['tax planning'],['tax planning'],['accounting'],['accounting']
"education: bachelor's in finance experience: 2 years skills: jupyter, research, excel, communication, valuation, mobile ui/ux, graphic design, m&a",investment banking analyst,bachelor's in finance,economy,bachelor's in finance,"['strategic thinking', 'communication']","['business acumen', 'strategic thinking', 'decision making', 'communication']","['financial modeling', 'excel', 'valuation']","['financial modeling', 'excel', 'valuation']"
"education: bachelor's in business experience: 4 years skills: app testing, market research, numpy, campaign management, analytics, positioning, messaging, product strategy",product marketing manager,bachelor's in business,economy,bachelor's in marketing,"['communication', 'business acumen', 'negotiation']","['business acumen', 'strategic thinking', 'planning', 'negotiation']",['campaign management'],['campaign management']
"education: bachelor's in aerospace engineering experience: 2 years skills: aerodynamics, flask, matlab, structural analysis, physics, design, query optimization, cad",aerospace engineer,bachelor's in aerospace engineering,engineering,bachelor's in aerospace engineering,['structural analysis'],['structural analysis'],"['cad', 'aerodynamics', 'matlab']","['cad', 'aerodynamics', 'matlab']"
"education: bachelor's in electronics engineering experience: 3 years skills: pcb design, database design, hardware design, circuit design, microcontrollers, marketing, embedded systems, scala",electronics engineer,bachelor's in electronics engineering,engineering,bachelor's in electronics engineering,"['problem solving', 'precision']","['problem solving', 'precision', 'attention to detail']","['circuit design', 'pcb design', 'cad', 'embedded systems', 'microcontrollers']","['circuit design', 'pcb design', 'cad', 'embedded systems', 'microcontrollers']"
"education: bachelor's in accounting experience: 5 years skills: budget management, css, internal controls, compliance, project management, audit procedures, risk assessment, leadership",audit manager,bachelor's in accounting,economy,bachelor's in accounting,"['business acumen', 'planning', 'decision making']","['business acumen', 'decision making']",['audit procedures'],['audit procedures']
"education: bachelor's in aerospace engineering experience: 4 years skills: aerodynamics, matlab, confluence, flask, physics, gcp, design, cad",aerospace engineer,bachelor's in aerospace engineering,engineering,bachelor's in aerospace engineering,['structural analysis'],['structural analysis'],"['cad', 'aerodynamics', 'matlab']","['cad', 'aerodynamics', 'matlab']"
"education: bachelor's in marketing experience: 1 years skills: project management, content strategy, confluence, writing, research, seo, web accessibility, docker",content marketing manager,bachelor's in marketing,economy,bachelor's in marketing,['financial analysis'],"['financial analysis', 'decision making']",['seo'],['seo']
"education: bachelor's in automotive engineering experience: 2 years skills: materials, problem solving, vehicle systems, presentation skills, cad, testing, statistics, thermal systems",automotive engineer,bachelor's in automotive engineering,engineering,bachelor's in automotive engineering,"['precision', 'attention to detail']","['precision', 'time management', 'attention to detail']","['cad', 'thermal systems', 'vehicle systems']","['cad', 'vehicle systems', 'thermal systems']"
"education: bachelor's in finance experience: 0 years skills: excel, app testing, financial analysis, forecasting, communication, budget planning, figma, attention to detail",budget analyst,bachelor's in finance,economy,bachelor's in finance,"['budget planning', 'financial analysis']","['budget planning', 'financial analysis']",['excel'],['excel']
"education: bachelor's in marketing experience: 2 years skills: market research, redis, product strategy, terraform, campaign management, compliance, messaging, tensorflow",product marketing manager,bachelor's in marketing,economy,bachelor's in marketing,"['decision making', 'planning']","['strategic thinking', 'planning', 'decision making']",['campaign management'],['campaign management']
"education: bachelor's in civil engineering experience: 5 years skills: azure, structural analysis, cad, building codes, project management, compliance, technical design, autocad",civil engineer,bachelor's in civil engineering,engineering,bachelor's in civil engineering,['structural analysis'],['structural analysis'],"['autocad', 'cad', 'building codes']","['autocad', 'building codes', 'cad']"
"education: bachelor's in accounting experience: 3 years skills: excel, financial analysis, tax knowledge, quickbooks, accounting principles, web accessibility, business development, gaap",accountant,bachelor's in accounting,economy,bachelor's in accounting,['financial analysis'],['financial analysis'],['excel'],['excel']
"education: bachelor's in economics experience: 2 years skills: valuation, app testing, risk analysis, jenkins, excel, python, financial modeling, statistics",financial analyst,bachelor's in economics,economy,bachelor's in finance,['risk analysis'],['risk analysis'],"['python', 'statistics', 'financial modeling', 'excel', 'valuation']","['python', 'statistics', 'financial modeling', 'excel', 'valuation']"
"education: seo certification experience: 1 years skills: keyword research, technical seo, scrum, seo, content optimization, analytics, backlink strategy, angular",seo specialist,seo certification,economy,bachelor's in marketing,"['decision making', 'planning', 'negotiation']","['business acumen', 'strategic thinking', 'planning']",['seo'],['seo']
"education: design certification experience: 1 years skills: creativity, visual communication, java, branding, attention to detail, design software, html, adobe creative suite",graphic designer,design certification,creative_design,bachelor's in graphic design,"['storytelling', 'adaptability']","['storytelling', 'collaboration']",['adobe creative suite'],['adobe creative suite']
"education: bachelor's in aerospace engineering experience: 1 years skills: design, matlab, jenkins, cad, structural analysis, compliance, aerodynamics, physics",aerospace engineer,bachelor's in aerospace engineering,engineering,bachelor's in aerospace engineering,['structural analysis'],['structural analysis'],"['cad', 'aerodynamics', 'matlab']","['cad', 'aerodynamics', 'matlab']"
"education: bachelor's in finance experience: 2 years skills: statistics, business development, valuation, redis, penetration testing, deep learning, python, excel",financial analyst,bachelor's in finance,economy,bachelor's in finance,['risk analysis'],['risk analysis'],"['python', 'statistics', 'financial modeling', 'excel', 'valuation']","['python', 'statistics', 'financial modeling', 'excel', 'valuation']"
"education: bachelor's in graphic design experience: 0 years skills: go, design software, critical thinking, adobe creative suite, visual communication, creativity, sql, branding",graphic designer,bachelor's in graphic design,creative_design,bachelor's in graphic design,"['storytelling', 'attention to detail']","['creativity', 'storytelling', 'attention to detail']",['adobe creative suite'],['adobe creative suite']
"education: bachelor's in finance experience: 1 years skills: valuation, security architecture, excel, negotiation, financial modeling, statistics, python, risk analysis",financial analyst,bachelor's in finance,economy,bachelor's in finance,['risk analysis'],['risk analysis'],"['python', 'statistics', 'financial modeling', 'excel', 'valuation']","['python', 'statistics', 'financial modeling', 'excel', 'valuation']"
"education: cpa or equivalent experience: 2 years skills: responsive design, accounting principles, excel, gaap, tax knowledge, react, quickbooks, financial analysis",accountant,accounting or equivalent,economy,bachelor's in accounting,['financial analysis'],['financial analysis'],['excel'],['excel']
"education: bachelor's in electronics engineering experience: 5 years skills: c/c++, compliance, web accessibility, hardware, real-time systems, presentation skills, microcontrollers, low-level programming",embedded systems engineer,bachelor's in electronics engineering,engineering,bachelor's in electronics engineering,"['problem solving', 'attention to detail']","['problem solving', 'time management', 'precision', 'attention to detail']",['microcontrollers'],['microcontrollers']
"education: bachelor's in automotive engineering experience: 4 years skills: testing, numpy, vehicle systems, problem solving, cad, thermal systems, materials, flutter",automotive engineer,bachelor's in automotive engineering,engineering,bachelor's in automotive engineering,"['critical thinking', 'problem solving', 'attention to detail']","['precision', 'critical thinking']","['cad', 'vehicle systems', 'thermal systems']","['cad', 'vehicle systems', 'thermal systems']"
"education: web design certification experience: 1 years skills: jenkins, microservices, figma, user experience, creativity, flutter, responsive design, design tools",web designer,web design certification,creative_design,bachelor's in design,"['collaboration', 'adaptability', 'creativity']","['storytelling', 'collaboration']","['responsive design', 'web design', 'figma']","['responsive design', 'web design']"
"education: bachelor's in business experience: 2 years skills: app testing, budget management, brand strategy, adobe creative suite, machine learning, analytics, campaign management, leadership",marketing manager,bachelor's in business,economy,bachelor's in marketing,"['negotiation', 'decision making', 'communication']","['strategic thinking', 'planning', 'decision making', 'negotiation']","['brand strategy', 'campaign management']","['campaign management', 'brand strategy']"
"education: bachelor's in electrical engineering experience: 4 years skills: risk assessment, terraform, regulatory knowledge, safety, problem solving, deep learning, leadership, electrical systems",electrical utilities manager,bachelor's in electrical engineering,engineering,bachelor's in electrical engineering,"['critical thinking', 'precision', 'time management']","['precision', 'problem solving', 'time management']",['electrical systems'],['electrical systems']
"education: bachelor's in business experience: 5 years skills: mobile security, budget management, mongodb, campaign management, leadership, swift, communication, analytics",marketing manager,bachelor's in business,economy,bachelor's in marketing,"['planning', 'decision making', 'strategic thinking']","['business acumen', 'decision making']","['brand strategy', 'campaign management']","['campaign management', 'brand strategy']"
"education: bachelor's in electrical engineering experience: 3 years skills: power systems, troubleshooting, network security, problem solving, cad, technical knowledge, electrical systems, data analysis",electrical engineer,bachelor's in electrical engineering,engineering,bachelor's in electrical engineering,['data analysis'],"['attention to detail', 'critical thinking', 'data analysis']","['circuit design', 'cad', 'electrical systems']","['circuit design', 'cad', 'electrical systems']"
"education: bachelor's in communications experience: 4 years skills: platform knowledge, encryption, agile, content creation, community management, analytics, social media strategy, copywriting",social media manager,bachelor's in communications,economy,bachelor's in marketing,"['business acumen', 'strategic thinking', 'planning']","['business acumen', 'planning', 'decision making']",['copywriting'],['copywriting']
"education: bachelor's in mechanical engineering experience: 4 years skills: physics, technical documentation, mechanical design, serverless, technical writing, problem solving, database design, thermodynamics",mechanical engineer,bachelor's in mechanical engineering,engineering,bachelor's in mechanical engineering,"['precision', 'teamwork']","['precision', 'teamwork', 'time management']",['cad'],['cad']
"education: bachelor's in mechanical engineering experience: 4 years skills: marketing, market research, redis, problem solving, physics, agile, mechanical design, cad",mechanical engineer,bachelor's in mechanical engineering,engineering,bachelor's in mechanical engineering,"['problem solving', 'teamwork']","['teamwork', 'time management']",['cad'],['cad']
"education: bachelor's in business experience: 1 years skills: cassandra, selling, python, client relationships, communication, negotiation, product knowledge, crm",sales executive,bachelor's in business,economy,bachelor's in business,"['negotiation', 'communication']","['planning', 'negotiation', 'communication']","['crm', 'python']",['crm']
"education: bachelor's in electronics engineering experience: 1 years skills: embedded linux, hardware, gcp, microcontrollers, low-level programming, c/c++, real-time systems, php",embedded systems engineer,bachelor's in electronics engineering,engineering,bachelor's in electronics engineering,"['precision', 'time management']","['precision', 'problem solving', 'critical thinking']",['microcontrollers'],['microcontrollers']
"education: bachelor's in electronics engineering experience: 1 years skills: microcontrollers, flutter, circuit design, hardware design, embedded systems, docker, cad, responsive design",electronics engineer,bachelor's in electronics engineering,engineering,bachelor's in electronics engineering,"['time management', 'critical thinking', 'precision']","['precision', 'time management', 'teamwork', 'critical thinking']","['circuit design', 'pcb design', 'cad', 'embedded systems', 'microcontrollers']","['circuit design', 'pcb design', 'cad', 'embedded systems', 'microcontrollers']"
"education: bachelor's in electrical engineering experience: 5 years skills: power bi, electrical systems, risk assessment, graphic design, cad, circuit design, technical knowledge, troubleshooting",electrical engineer,bachelor's in electrical engineering,engineering,bachelor's in electrical engineering,"['precision', 'critical thinking', 'problem solving']","['problem solving', 'time management', 'critical thinking']","['circuit design', 'cad', 'electrical systems']","['circuit design', 'cad', 'electrical systems']"
"education: bachelor's in civil engineering experience: 2 years skills: kubernetes, encryption, statistics, design, cad, structural analysis, network security, confluence",structural engineer,bachelor's in civil engineering,engineering,bachelor's in civil engineering,['structural analysis'],['structural analysis'],"['cad', 'building codes']","['cad', 'building codes']"
"education: bachelor's in biomedical engineering experience: 2 years skills: biomedical systems, regulatory knowledge, problem solving, cad, technical design, rest api, jupyter, react",biomedical engineer,bachelor's in biomedical engineering,engineering,bachelor's in biomedical engineering,"['attention to detail', 'problem solving', 'time management']","['critical thinking', 'time management']",['cad'],['cad']
"education: cpa or tax certification experience: 1 years skills: css, agile, tax planning, accounting, irs knowledge, compliance, software, jira",tax specialist,accounting or tax certification,economy,bachelor's in accounting,['tax planning'],['tax planning'],['accounting'],['accounting']
"education: associate in law experience: 3 years skills: attention to detail, document preparation, typescript, communication, organization, decision making, legal knowledge, legal research",paralegal,associate in law,law_and_public_services,bachelor's in paralegal studies,"['judgment', 'analytical skills']","['judgment', 'analytical skills', 'responsibility']","['document preparation', 'legal research']","['document preparation', 'legal research']"
"education: bachelor's in electronics engineering experience: 2 years skills: redis, hardware design, circuit design, microcontrollers, machine learning, app testing, pcb design, cad",electronics engineer,bachelor's in electronics engineering,engineering,bachelor's in electronics engineering,"['teamwork', 'attention to detail']","['problem solving', 'teamwork', 'time management', 'attention to detail']","['circuit design', 'pcb design', 'cad', 'embedded systems', 'microcontrollers']","['circuit design', 'pcb design', 'cad', 'embedded systems', 'microcontrollers']"
"education: design certification experience: 1 years skills: attention to detail, design software, documentation, adobe creative suite, branding, visual communication, android, creativity",graphic designer,design certification,creative_design,bachelor's in graphic design,"['collaboration', 'attention to detail']","['creativity', 'attention to detail']",['adobe creative suite'],['adobe creative suite']
"education: bachelor's in mechanical engineering experience: 1 years skills: kanban, problem solving, decision making, agile, vehicle systems, testing, cad, materials",automotive engineer,bachelor's in mechanical engineering,engineering,bachelor's in automotive engineering,"['precision', 'problem solving', 'time management']","['problem solving', 'time management']","['cad', 'thermal systems', 'vehicle systems']","['cad', 'vehicle systems', 'thermal systems']"
"education: bachelor's in marketing experience: 5 years skills: brand strategy, budget management, analytics, campaign management, decision making, flask, sales, strategic planning",marketing manager,bachelor's in marketing,economy,bachelor's in marketing,"['strategic thinking', 'decision making', 'planning']","['planning', 'communication']","['brand strategy', 'campaign management']","['campaign management', 'brand strategy']"
"education: bachelor's in manufacturing engineering experience: 4 years skills: problem solving, database design, process design, equipment knowledge, production planning, quality control, cad, market research",manufacturing engineer,bachelor's in manufacturing engineering,engineering,bachelor's in manufacturing engineering,['production planning'],['production planning'],"['process design', 'cad']","['cad', 'process design']"
"education: bachelor's in communications experience: 1 years skills: flutter, project management, vue.js, seo, research, r, pytorch, writing",content marketing manager,bachelor's in communications,economy,bachelor's in marketing,"['communication', 'business acumen']","['business acumen', 'decision making', 'negotiation', 'communication']",['seo'],['seo']
"education: bachelor's in communications experience: 3 years skills: account management, microservices, negotiation, php, relationship building, web accessibility, sales, crm",account executive,bachelor's in communications,economy,bachelor's in business,"['planning', 'negotiation', 'decision making']","['communication', 'planning', 'negotiation']",['crm'],['crm']
"education: bachelor's in business experience: 3 years skills: html, messaging, campaign management, market research, analytics, positioning, product strategy, web accessibility",product marketing manager,bachelor's in business,economy,bachelor's in marketing,['financial analysis'],"['strategic thinking', 'financial analysis']",['campaign management'],['campaign management']
"education: bachelor's in marketing experience: 5 years skills: angular, prototyping, social media, mobile security, seo, analytics, content strategy, email marketing",digital marketing manager,bachelor's in marketing,economy,bachelor's in marketing,"['decision making', 'negotiation']","['strategic thinking', 'planning', 'decision making', 'negotiation']",['seo'],['seo']
"education: bachelor's in communications experience: 4 years skills: account management, sales, react, product knowledge, scrum, mongodb, relationship building, crm",account executive,bachelor's in communications,economy,bachelor's in business,"['communication', 'negotiation']","['communication', 'decision making', 'strategic thinking', 'negotiation']",['crm'],['crm']
"education: bachelor's in biomedical engineering experience: 3 years skills: regulatory knowledge, vue.js, ansible, technical design, numpy, project management, teamwork, problem solving",biomedical engineer,bachelor's in biomedical engineering,engineering,bachelor's in biomedical engineering,"['problem solving', 'precision', 'critical thinking']","['precision', 'teamwork', 'problem solving', 'critical thinking']",['cad'],['cad']
"education: bachelor's in aerospace engineering experience: 4 years skills: physics, problem solving, sales, cad, network security, structural analysis, design, matlab",aerospace engineer,bachelor's in aerospace engineering,engineering,bachelor's in aerospace engineering,['structural analysis'],['structural analysis'],"['cad', 'aerodynamics', 'matlab']","['cad', 'aerodynamics', 'matlab']"
"education: bachelor's in accounting experience: 5 years skills: compliance, teamwork, tableau, risk assessment, leadership, communication, internal controls, prototyping",audit manager,bachelor's in accounting,economy,bachelor's in accounting,"['planning', 'decision making', 'negotiation']","['planning', 'decision making', 'communication']",['audit procedures'],['audit procedures']
"education: bachelor's in business experience: 2 years skills: crm, documentation, swift, kotlin, selling, creativity, client relationships, negotiation",sales executive,bachelor's in business,economy,bachelor's in business,"['decision making', 'negotiation', 'strategic thinking']","['planning', 'decision making', 'negotiation']",['crm'],['crm']
"education: bachelor's in civil engineering experience: 4 years skills: building codes, mobile security, web accessibility, calculations, cad, database design, materials, structural analysis",structural engineer,bachelor's in civil engineering,engineering,bachelor's in civil engineering,['structural analysis'],['structural analysis'],"['cad', 'building codes']","['cad', 'building codes']"
"education: bachelor's in marketing experience: 2 years skills: product knowledge, communication, redis, ansible, power bi, negotiation, crm, adaptability",sales executive,bachelor's in marketing,economy,bachelor's in business,"['planning', 'strategic thinking']","['strategic thinking', 'planning', 'negotiation']","['crm', 'python']",['crm']
"education: bachelor's in marketing experience: 5 years skills: firewalls, problem solving, content strategy, writing, flutter, seo, analytics, research",content marketing manager,bachelor's in marketing,economy,bachelor's in marketing,"['planning', 'decision making']","['business acumen', 'planning', 'decision making', 'communication']",['seo'],['seo']
"education: bachelor's in marketing experience: 1 years skills: product knowledge, decision making, c#, selling, technical writing, negotiation, crm, client relationships",sales executive,bachelor's in marketing,economy,bachelor's in business,"['strategic thinking', 'negotiation']","['communication', 'strategic thinking', 'decision making', 'negotiation']",['crm'],['crm']
"education: bachelor's in mechanical engineering experience: 1 years skills: problem solving, kubernetes, thermodynamics, physics, jira, technical documentation, ios, cad",mechanical engineer,bachelor's in mechanical engineering,engineering,bachelor's in mechanical engineering,"['teamwork', 'problem solving']","['problem solving', 'precision']",['cad'],['cad']
"education: bachelor's in electronics engineering experience: 4 years skills: deep learning, microcontrollers, shell scripting, cad, embedded systems, adobe creative suite, oracle, circuit design",electronics engineer,bachelor's in electronics engineering,engineering,bachelor's in electronics engineering,"['teamwork', 'precision', 'time management']","['precision', 'problem solving', 'attention to detail']","['circuit design', 'pcb design', 'cad', 'embedded systems', 'microcontrollers']","['circuit design', 'pcb design', 'cad', 'embedded systems', 'microcontrollers']"
"education: bachelor's in 3d art experience: 0 years skills: texturing, graphic design, software skills, 3d modeling, creativity, problem solving, prototyping, rendering",3d artist,bachelor's in 3d art,creative_design,bachelor's in 3d art,"['creativity', 'communication', 'collaboration']","['adaptability', 'collaboration', 'communication']","['graphic design', 'rendering', 'prototyping', 'texturing', '3d modeling']","['3d modeling', 'rendering', 'texturing']"
"education: bachelor's in marketing experience: 2 years skills: platform knowledge, content creation, community management, creativity, analytics, social media strategy, serverless, technical writing",social media manager,bachelor's in marketing,economy,bachelor's in marketing,"['strategic thinking', 'decision making', 'planning']","['strategic thinking', 'planning', 'decision making']",['copywriting'],['copywriting']
"education: bachelor's in mechanical engineering experience: 2 years skills: critical thinking, cad, physics, prototyping, problem solving, technical documentation, mechanical design, thermodynamics",mechanical engineer,bachelor's in mechanical engineering,engineering,bachelor's in mechanical engineering,"['time management', 'teamwork']","['precision', 'teamwork', 'critical thinking']",['cad'],['cad']
"education: design certification experience: 0 years skills: design software, user experience, attention to detail, leadership, market research, creativity, visual communication, adobe creative suite",graphic designer,design certification,creative_design,bachelor's in graphic design,"['creativity', 'adaptability']","['adaptability', 'attention to detail']",['adobe creative suite'],['adobe creative suite']
"education: ux certification experience: 1 years skills: user research, usability testing, power bi, prototyping, design thinking, flask, wireframing, strategic planning",ux designer,ux certification,creative_design,bachelor's in design,"['attention to detail', 'creativity']","['creativity', 'communication', 'attention to detail']","['prototyping', 'wireframing']","['prototyping', 'wireframing']"
"education: design certification experience: 2 years skills: design software, attention to detail, javascript, encryption, creativity, visual communication, branding, adobe creative suite",graphic designer,design certification,creative_design,bachelor's in graphic design,"['collaboration', 'storytelling', 'communication']","['storytelling', 'collaboration', 'communication']",['adobe creative suite'],['adobe creative suite']
"education: bachelor's in marketing experience: 5 years skills: business acumen, sem, email marketing, statistics, content strategy, aws, analytics, seo",digital marketing manager,bachelor's in marketing,economy,bachelor's in marketing,['business acumen'],"['business acumen', 'planning', 'negotiation']","['statistics', 'seo']",['seo']
"education: bachelor's in electronics engineering experience: 1 years skills: critical thinking, java, microcontrollers, real-time systems, c/c++, hardware, embedded linux, low-level programming",embedded systems engineer,bachelor's in electronics engineering,engineering,bachelor's in electronics engineering,"['attention to detail', 'teamwork', 'critical thinking']","['problem solving', 'teamwork', 'attention to detail']",['microcontrollers'],['microcontrollers']
"education: bachelor's in electronics engineering experience: 4 years skills: problem solving, wireframing, circuit design, embedded systems, pcb design, time management, flutter, hardware design",electronics engineer,bachelor's in electronics engineering,engineering,bachelor's in electronics engineering,"['teamwork', 'attention to detail']","['teamwork', 'time management']","['circuit design', 'pcb design', 'cad', 'embedded systems', 'microcontrollers']","['circuit design', 'pcb design', 'cad', 'embedded systems', 'microcontrollers']"
"education: bachelor's in sales experience: 5 years skills: team leadership, crm, communication, negotiation, sales strategy, web design, target setting, azure",sales manager,bachelor's in sales,economy,bachelor's in business,"['planning', 'business acumen', 'negotiation']","['business acumen', 'planning', 'negotiation']",['crm'],['crm']
"education: web design certification experience: 2 years skills: creativity, html/css, web design, design tools, web accessibility, css, responsive design, confluence",web designer,web design certification,creative_design,bachelor's in design,"['creativity', 'communication', 'adaptability']","['creativity', 'adaptability', 'communication']","['responsive design', 'web design']","['responsive design', 'web design']"
"education: bachelor's in civil engineering experience: 5 years skills: building codes, structural analysis, html, kanban, problem solving, project management, technical design, cad",civil engineer,bachelor's in civil engineering,engineering,bachelor's in civil engineering,['structural analysis'],['structural analysis'],"['autocad', 'cad', 'building codes']","['autocad', 'building codes', 'cad']"
"education: bachelor's in computer engineering experience: 2 years skills: hardware, embedded linux, microcontrollers, low-level programming, responsive design, real-time systems, ansible, c/c++",embedded systems engineer,bachelor's in computer engineering,engineering,bachelor's in electronics engineering,"['critical thinking', 'teamwork']","['precision', 'teamwork', 'problem solving']",['microcontrollers'],['microcontrollers']
"education: bachelor's in electronics engineering experience: 0 years skills: microcontrollers, cloudformation, pcb design, circuit design, security protocols, cad, hardware design, embedded systems",electronics engineer,bachelor's in electronics engineering,engineering,bachelor's in electronics engineering,"['precision', 'teamwork', 'attention to detail']","['precision', 'teamwork', 'time management']","['circuit design', 'pcb design', 'cad', 'embedded systems', 'microcontrollers']","['circuit design', 'pcb design', 'cad', 'embedded systems', 'microcontrollers']"
"education: bachelor's in finance experience: 2 years skills: excel, leadership, valuation, creativity, m&a, research, swift, business acumen",investment banking analyst,bachelor's in finance,economy,bachelor's in finance,['business acumen'],"['business acumen', 'strategic thinking']","['financial modeling', 'excel', 'valuation']","['financial modeling', 'excel', 'valuation']"
"education: bachelor's in civil engineering experience: 3 years skills: rust, marketing, materials, mobile ui/ux, building codes, calculations, design, oracle",structural engineer,bachelor's in civil engineering,engineering,bachelor's in civil engineering,['structural analysis'],['structural analysis'],"['cad', 'building codes']","['cad', 'building codes']"
"education: bachelor's in marketing experience: 3 years skills: email campaign management, cloudformation, c++, analytics, segmentation, a/b testing, automation platforms, penetration testing",email marketing specialist,bachelor's in marketing,economy,bachelor's in marketing,"['decision making', 'communication', 'planning']","['planning', 'negotiation']",['copywriting'],['copywriting']
"education: bachelor's in sales experience: 4 years skills: ios, crm, target setting, aws, negotiation, business acumen, database design, team leadership",sales manager,bachelor's in sales,economy,bachelor's in business,['business acumen'],"['business acumen', 'planning']",['crm'],['crm']
"education: bachelor's in business experience: 2 years skills: crm, sales, market research, agile, graphic design, deep learning, product knowledge, relationship building",account executive,bachelor's in business,economy,bachelor's in business,"['strategic thinking', 'planning']","['business acumen', 'planning', 'negotiation']",['crm'],['crm']
"education: bachelor's in design experience: 3 years skills: prototyping, wireframing, machine learning, encryption, user research, design thinking, html, usability testing",ux designer,bachelor's in design,creative_design,bachelor's in design,"['adaptability', 'collaboration']","['creativity', 'collaboration']","['prototyping', 'wireframing']","['prototyping', 'wireframing']"
"education: bachelor's in business experience: 4 years skills: relationship building, account management, product knowledge, negotiation, aws, sales, crm, prototyping",account executive,bachelor's in business,economy,bachelor's in business,"['communication', 'business acumen']","['business acumen', 'strategic thinking', 'planning', 'communication']",['crm'],['crm']
"education: bachelor's in mechanical engineering experience: 3 years skills: quality control, cad, production planning, process design, problem solving, equipment knowledge, node.js, ci/cd",manufacturing engineer,bachelor's in mechanical engineering,engineering,bachelor's in manufacturing engineering,['production planning'],['production planning'],"['process design', 'cad']","['cad', 'process design']"
"education: bachelor's in design experience: 2 years skills: responsive design, html/css, user experience, web design, r, ansible, creativity, design tools",web designer,bachelor's in design,creative_design,bachelor's in design,"['collaboration', 'storytelling', 'creativity']","['creativity', 'storytelling', 'collaboration', 'communication']","['responsive design', 'web design']","['responsive design', 'web design']"
"education: bachelor's in mechanical engineering experience: 0 years skills: physics, gcp, thermodynamics, technical documentation, problem solving, docker, tensorflow, mechanical design",mechanical engineer,bachelor's in mechanical engineering,engineering,bachelor's in mechanical engineering,"['precision', 'critical thinking', 'problem solving']","['problem solving', 'critical thinking', 'precision']",['cad'],['cad']
"education: bachelor's in paralegal studies experience: 0 years skills: legal knowledge, attention to detail, legal research, adaptability, organization, communication, document preparation, user interface",paralegal,bachelor's in paralegal studies,law_and_public_services,bachelor's in paralegal studies,"['responsibility', 'ethics']","['ethics', 'judgment', 'responsibility']","['document preparation', 'legal research']","['document preparation', 'legal research']"
"education: design certification experience: 1 years skills: branding, typescript, visual communication, figma, adobe creative suite, design software, creativity, swift",graphic designer,design certification,creative_design,bachelor's in graphic design,"['creativity', 'communication', 'collaboration']","['collaboration', 'communication']","['adobe creative suite', 'figma']",['adobe creative suite']
"education: bachelor's in business experience: 6 years skills: target setting, communication, crm, creativity, sales strategy, team leadership, negotiation, azure",sales manager,bachelor's in business,economy,bachelor's in business,"['planning', 'strategic thinking', 'decision making']","['strategic thinking', 'decision making']",['crm'],['crm']
"education: bachelor's in accounting experience: 1 years skills: quickbooks, tax knowledge, rest api, gaap, excel, financial analysis, confluence, power bi",accountant,bachelor's in accounting,economy,bachelor's in accounting,['financial analysis'],['financial analysis'],['excel'],['excel']
